condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t1__gpt_5_4_mini,0,16,6.68,5,6,1.5999999999999996,0,9,2,2,326,0.7186,0.0055,0.9946,6,6,gpt-5.4-mini,6914,3327
s1__t1__gpt_5_4_mini,0,17,8.16,6,3,5.2,0,9,3,2,191,1.3159,0.0125,0.9979,6,6,gpt-5.4-mini,4986,3696
s1__t1__gpt_5_4_mini,0,18,3.7600000000000002,2,1,5.2,1,9,3,2,191,1.1384,0.0123,0.9985,6,6,gpt-5.4-mini,3302,4536
s1__t1__gpt_5_4_mini,0,19,10.360000000000001,8,4,5.2,0,9,3,2,192,1.2969,0.0195,0.9968,6,6,gpt-5.4-mini,3270,3738
s1__t1__gpt_5_4_mini,0,20,9.76,7,6,5.2,0,9,3,2,191,0.7265,0.0062,0.9934,6,6,gpt-5.4-mini,3670,3362
s1__t1__gpt_5_4_mini,0,21,5.960000000000001,4,2,5.2,0,9,3,2,191,0.4862,0.0044,0.9953,6,6,gpt-5.4-mini,3540,3329
s1__t1__gpt_5_4_mini,0,22,10.68,9,6,1.5999999999999996,0,9,2,2,327,0.8108,0.0064,0.9936,6,6,gpt-5.4-mini,5447,4725
s1__t1__gpt_5_4_mini,0,23,6.4799999999999995,6,0,1.5999999999999996,1,9,2,2,327,0.8108,0.0064,0.9936,6,6,gpt-5.4-mini,7096,3250
s1__t1__gpt_5_4_mini,0,24,7.5200000000000005,7,2,0.40000000000000036,0,9,2,2,399,0.8337,0.0088,0.9911,6,6,gpt-5.4-mini,6320,3305
s1__t1__gpt_5_4_mini,0,25,11.96,9,7,5.2,0,9,3,2,191,0.6695,0.0054,0.9943,6,6,gpt-5.4-mini,10015,5567
s1__t1__gpt_5_4_mini,0,26,7.359999999999999,6,5,1.1999999999999993,1,9,3,2,344,1.1714,0.0114,0.989,6,6,gpt-5.4-mini,4434,4453
s1__t1__gpt_5_4_mini,0,27,7.5200000000000005,7,2,0.40000000000000036,0,9,2,2,399,0.8337,0.0088,0.9911,6,6,gpt-5.4-mini,5332,3526
s1__t1__gpt_5_4_mini,0,28,10.66,8,7,4.2,0,9,3,2,225,1.4384,0.0439,0.9636,6,6,gpt-5.4-mini,9238,3361
s1__t1__gpt_5_4_mini,0,29,6.2,5,6,0,1,9,2,2,589,0.9756,0.0103,0.9898,6,6,gpt-5.4-mini,6373,3338
s1__t1__gpt_5_4_mini,0,30,8.6,8,3,0,0,9,3,2,657,0.8518,0.0102,0.9898,6,6,gpt-5.4-mini,10113,3835
s1__t1__gpt_5_4_mini,0,31,3,3,0,0,1,9,3,2,657,0.8518,0.0102,0.9898,6,6,gpt-5.4-mini,12253,3433
s1__t1__gpt_5_4_mini,0,32,6.8,6,4,0,0,9,3,2,657,0.7551,0.005,0.9957,6,6,gpt-5.4-mini,9454,3696
s1__t1__gpt_5_4_mini,0,33,6,5,5,0,0,9,3,2,657,1.0782,0.0097,0.9903,6,6,gpt-5.4-mini,9299,4882
s1__t1__gpt_5_4_mini,0,34,7.4,7,2,0,0,9,3,2,657,0.5475,0.005,0.995,6,6,gpt-5.4-mini,11252,3271
s1__t1__gpt_5_4_mini,0,35,5.8,5,4,0,0,9,3,2,846,1.053,0.0115,0.9888,6,6,gpt-5.4-mini,10487,2974
s1__t1__gpt_5_4_mini,0,36,7.2,6,6,0,0,9,3,2,657,1.0564,0.0084,0.9916,6,6,gpt-5.4-mini,11613,2848
s1__t1__gpt_5_4_mini,0,37,3.4,3,2,0,0,9,3,2,657,1.0178,0.0084,0.9916,6,6,gpt-5.4-mini,8791,3510
s1__t1__gpt_5_4_mini,0,38,7,7,0,0,0,9,3,2,846,1.0552,0.0112,0.9887,6,6,gpt-5.4-mini,9780,3776
s1__t1__gpt_5_4_mini,0,39,7,7,0,0,0,9,3,2,846,1.0953,0.0114,0.9886,6,6,gpt-5.4-mini,11862,4172
s1__t1__gpt_5_4_mini,0,40,10,9,5,0,0,9,3,2,897,1.0005,0.0115,0.9909,6,6,gpt-5.4-mini,12030,3718
s1__t1__gpt_5_4_mini,0,41,9.2,8,6,0,0,9,3,2,962,0.7581,0.0078,0.9921,6,6,gpt-5.4-mini,12572,3079
s1__t1__gpt_5_4_mini,0,42,2,2,0,0,1,9,3,2,962,0.7394,0.0081,0.9919,6,6,gpt-5.4-mini,14432,2863
s1__t1__gpt_5_4_mini,0,43,8,8,0,0,0,9,3,2,962,0.7394,0.0081,0.9919,6,6,gpt-5.4-mini,14352,2925
s1__t1__gpt_5_4_mini,0,44,9,8,5,0,0,9,3,2,972,1.0224,0.0118,0.988,6,6,gpt-5.4-mini,12731,3317
s1__t1__gpt_5_4_mini,0,45,6.2,6,1,0,0,9,3,2,972,1.0224,0.0118,0.988,6,6,gpt-5.4-mini,12292,4460
s1__t1__gpt_5_4_mini,0,46,10.2,9,6,0,0,9,3,2,969,1.2186,0.0146,0.9883,6,6,gpt-5.4-mini,14445,3768
s1__t1__gpt_5_4_mini,0,47,6.6,6,3,0,0,9,3,2,971,1.2174,0.0159,0.9867,6,6,gpt-5.4-mini,13465,3672
s1__t1__gpt_5_4_mini,0,48,8.2,8,1,0,0,9,3,2,962,0.6804,0.0078,0.9921,6,6,gpt-5.4-mini,14682,3258
s1__t1__gpt_5_4_mini,0,49,8.2,7,6,0,0,9,3,2,1225,1.3818,0.0179,0.9857,6,6,gpt-5.4-mini,15161,3602
s1__t1__gpt_5_4_mini,0,50,7.4,7,2,0,0,9,3,2,1184,0.6931,0.0083,0.9913,6,6,gpt-5.4-mini,16562,2978
s1__t1__gpt_5_4_mini,0,51,8.8,8,4,0,0,9,4,2,1318,1.4259,0.0196,0.9843,6,6,gpt-5.4-mini,16376,4065
s1__t1__gpt_5_4_mini,0,52,6.8,6,4,0,0,9,4,2,1064,1.2382,0.0156,0.9883,6,6,gpt-5.4-mini,15557,3470
s1__t1__gpt_5_4_mini,0,53,8.2,8,1,0,0,9,3,2,1182,0.6708,0.0089,0.991,6,6,gpt-5.4-mini,14587,3013
s1__t1__gpt_5_4_mini,0,54,8,8,0,0,0,9,4,2,1064,1.2382,0.0156,0.9883,6,6,gpt-5.4-mini,15821,3086
s1__t1__gpt_5_4_mini,0,55,8,8,0,0,0,9,4,2,1067,1.2663,0.0156,0.9883,6,6,gpt-5.4-mini,15378,3731
s1__t1__gpt_5_4_mini,0,56,9.2,8,6,0,0,9,3,2,1183,1.0279,0.0133,0.9865,6,6,gpt-5.4-mini,13989,3190
s1__t1__gpt_5_4_mini,0,57,6.2,5,6,0,0,9,4,2,1067,0.7001,0.0076,0.9935,6,6,gpt-5.4-mini,17566,3500
s1__t1__gpt_5_4_mini,0,58,7,7,0,0,0,9,4,2,1067,0.8557,0.0083,0.9929,6,6,gpt-5.4-mini,14799,3213
s1__t1__gpt_5_4_mini,0,59,9.4,8,7,0,0,9,3,2,1381,1.0916,0.0118,0.9878,6,6,gpt-5.4-mini,19509,3889
s1__t1__gpt_5_4_mini,0,60,7,7,0,0,0,9,4,2,1067,0.8496,0.0076,0.9935,6,6,gpt-5.4-mini,18248,4062
s1__t1__gpt_5_4_mini,0,61,7.6,7,3,0,0,9,3,2,1381,0.9336,0.0101,0.9895,6,6,gpt-5.4-mini,18003,3398
s1__t1__gpt_5_4_mini,0,62,7.8,7,4,0,0,9,4,2,1665,1.1826,0.0109,0.9907,6,6,gpt-5.4-mini,18608,3868
s1__t1__gpt_5_4_mini,0,63,8.8,8,4,0,0,9,4,2,1067,1.0333,0.0122,0.9901,3,3,gpt-5.4-mini,20213,2307
s1__t1__gpt_5_4_mini,0,64,8.2,8,1,0,0,9,4,2,3307,1.3885,0.0158,0.9858,6,6,gpt-5.4-mini,17431,3316
s1__t1__gpt_5_4_mini,0,65,7,7,0,0,0,9,4,2,3307,1.3885,0.0158,0.9858,3,3,gpt-5.4-mini,21750,3222
s1__t1__gpt_5_4_mini,0,66,7,7,0,0,0,9,4,2,3307,1.3885,0.0158,0.9858,3,3,gpt-5.4-mini,22089,2231
s1__t1__gpt_5_4_mini,0,67,8,7,5,0,0,9,3,2,1470,0.9655,0.012,0.9876,3,3,gpt-5.4-mini,21719,2063
s1__t1__gpt_5_4_mini,0,68,9.4,8,7,0,0,9,4,2,3309,1.4083,0.0182,0.9838,6,6,gpt-5.4-mini,15044,3495
s1__t1__gpt_5_4_mini,0,69,8.4,8,2,0,0,9,3,2,1210,0.9159,0.0098,0.9904,3,3,gpt-5.4-mini,21920,2167
s1__t1__gpt_5_4_mini,0,70,9.4,8,7,0,0,9,4,2,4949,1.3025,0.028,0.9753,6,6,gpt-5.4-mini,15105,4445
s1__t1__gpt_5_4_mini,0,71,9.2,8,6,0,0,9,4,2,3305,1.2853,0.0234,0.9788,2,2,gpt-5.4-mini,16691,2288
s1__t1__gpt_5_4_mini,0,72,7.8,7,4,0,0,9,4,2,3307,1.2172,0.0208,0.9818,3,3,gpt-5.4-mini,20694,2543
s1__t1__gpt_5_4_mini,0,73,8,7,5,0,0,9,4,2,3305,1.2744,0.0213,0.9813,3,3,gpt-5.4-mini,20042,2950
s1__t1__gpt_5_4_mini,0,74,9.2,8,6,0,0,9,4,2,4301,1.389,0.0245,0.9782,3,3,gpt-5.4-mini,22527,2755
s1__t1__gpt_5_4_mini,0,75,9.2,8,6,0,0,9,4,2,4305,1.3341,0.0183,0.9837,2,2,gpt-5.4-mini,21436,2578
s1__t1__gpt_5_4_mini,0,76,8,8,0,0,0,9,4,2,4305,1.3341,0.0183,0.9837,2,2,gpt-5.4-mini,22849,2215
s1__t1__gpt_5_4_mini,0,77,8.8,8,4,0,0,9,4,2,4306,1.286,0.0191,0.9833,2,2,gpt-5.4-mini,21300,2350
s1__t1__gpt_5_4_mini,0,78,8,8,0,0,0,9,4,2,3307,1.2172,0.0208,0.9818,3,3,gpt-5.4-mini,21527,2963
s1__t1__gpt_5_4_mini,0,79,7,7,0,0,0,9,4,2,4305,1.3341,0.0183,0.9837,3,3,gpt-5.4-mini,21433,2918
s1__t1__gpt_5_4_mini,0,80,8,8,0,0,0,9,4,2,4305,1.3341,0.0183,0.9837,2,2,gpt-5.4-mini,22793,3048
s1__t1__gpt_5_4_mini,0,81,8,8,0,0,0,9,4,2,4306,1.286,0.0191,0.9833,2,2,gpt-5.4-mini,22135,2025
s1__t1__gpt_5_4_mini,0,82,8.8,8,4,0,0,9,4,2,4305,1.2417,0.0187,0.9827,3,3,gpt-5.4-mini,22524,4039
s1__t1__gpt_5_4_mini,0,83,8,8,0,0,0,9,4,2,4306,1.286,0.0191,0.9833,2,2,gpt-5.4-mini,21873,2265
s1__t1__gpt_5_4_mini,0,84,8,8,0,0,0,9,4,2,4306,1.286,0.0191,0.9833,2,2,gpt-5.4-mini,20745,2149
s1__t1__gpt_5_4_mini,0,85,8.8,8,4,0,0,9,4,2,4305,1.2417,0.0187,0.9827,2,2,gpt-5.4-mini,21554,2283
s1__t1__gpt_5_4_mini,0,86,10.4,9,7,0,0,9,4,2,3022,1.6438,0.0263,0.9752,3,3,gpt-5.4-mini,25645,2573
s1__t1__gpt_5_4_mini,0,87,9,9,0,0,0,9,4,2,3022,1.6438,0.0263,0.9752,3,3,gpt-5.4-mini,20400,2916
s1__t1__gpt_5_4_mini,0,88,8.8,8,4,0,0,9,4,2,3023,1.0176,0.013,0.9861,3,3,gpt-5.4-mini,21816,3865
s1__t1__gpt_5_4_mini,0,89,8,8,0,0,0,9,4,2,3023,1.0176,0.013,0.9861,3,3,gpt-5.4-mini,21897,2556
s1__t1__gpt_5_4_mini,0,90,8.4,8,2,0,0,9,4,2,3021,1.0871,0.0121,0.9869,3,3,gpt-5.4-mini,22424,2273
s1__t1__gpt_5_4_mini,0,91,8,8,0,0,0,9,4,2,3022,1.6438,0.0263,0.9752,3,3,gpt-5.4-mini,24136,2767
s1__t1__gpt_5_4_mini,0,92,7.2,7,1,0,0,9,4,2,3320,1.3034,0.024,0.9781,3,3,gpt-5.4-mini,23452,2483
s1__t1__gpt_5_4_mini,0,93,5,5,0,0,0,9,4,2,3323,1.3047,0.024,0.9781,3,3,gpt-5.4-mini,23101,2788
s1__t1__gpt_5_4_mini,0,94,5.2,5,1,0,0,9,4,2,3641,1.3748,0.0257,0.9765,3,3,gpt-5.4-mini,21337,2369
s1__t1__gpt_5_4_mini,0,95,8.2,7,6,0,0,9,4,2,3028,1.1485,0.0136,0.9867,3,3,gpt-5.4-mini,22340,2849
s1__t1__gpt_5_4_mini,0,96,8,7,5,0,0,9,4,2,629,1.3035,0.0191,0.9868,6,6,gpt-5.4-mini,9540,3850
s1__t1__gpt_5_4_mini,0,97,6,6,0,0,0,9,4,2,3641,1.3748,0.0257,0.9765,6,6,gpt-5.4-mini,12623,3701
s1__t1__gpt_5_4_mini,0,98,9.2,8,6,0,0,9,4,2,917,1.6367,0.0266,0.9803,3,3,gpt-5.4-mini,22412,3206
s1__t1__gpt_5_4_mini,0,99,8.6,8,3,0,0,9,4,2,977,1.7333,0.0287,0.9782,6,6,gpt-5.4-mini,14051,3429
s1__t1__gpt_5_4_mini,0,100,8.6,8,3,0,0,9,4,2,915,1.5954,0.0279,0.9848,6,6,gpt-5.4-mini,15113,4377
s1__t1__gpt_5_4_mini,1,1,5.96,3,1,9.2,0,4,1,0,25,1.2352,0.0292,0.9999,6,6,gpt-5.4-mini,1484,3181
s1__t1__gpt_5_4_mini,1,2,5.96,3,1,9.2,0,4,1,0,24,1.2352,0.0293,0.9999,6,6,gpt-5.4-mini,1831,3684
s1__t1__gpt_5_4_mini,1,3,13.18,9,8,8.6,0,5,2,0,56,2.1609,0.1844,0.8429,6,6,gpt-5.4-mini,1301,2808
s1__t1__gpt_5_4_mini,1,4,9.34,6,5,7.8,0,6,2,0,84,2.2915,0.2871,0.8437,6,6,gpt-5.4-mini,1840,4662
s1__t1__gpt_5_4_mini,1,5,10.74,8,2,7.8,0,6,2,0,83,2.6505,0.322,0.766,6,6,gpt-5.4-mini,1840,6031
s1__t1__gpt_5_4_mini,1,6,10.34,8,0,7.8,0,6,2,0,84,2.2915,0.2871,0.8437,6,6,gpt-5.4-mini,1806,3943
s1__t1__gpt_5_4_mini,1,7,12.96,9,9,7.2,0,6,2,0,105,2.3507,0.2492,0.8187,6,6,gpt-5.4-mini,2715,4331
s1__t1__gpt_5_4_mini,1,8,11.26,8,4,8.2,0,5,2,0,66,2.4211,0.2091,0.8108,6,6,gpt-5.4-mini,2441,3761
s1__t1__gpt_5_4_mini,1,9,11.459999999999999,9,0,8.2,0,5,2,0,66,2.4211,0.2091,0.8108,6,6,gpt-5.4-mini,1746,5251
s1__t1__gpt_5_4_mini,1,10,11.26,8,4,8.2,0,5,2,0,66,2.4511,0.2495,0.923,6,6,gpt-5.4-mini,1698,3661
s1__t1__gpt_5_4_mini,1,11,11.16,9,0,7.2,0,6,2,0,105,2.3507,0.2492,0.8187,6,6,gpt-5.4-mini,2357,4055
s1__t1__gpt_5_4_mini,1,12,10.86,8,2,8.2,0,5,2,0,66,2.3496,0.2536,0.9007,6,6,gpt-5.4-mini,2572,3760
s1__t1__gpt_5_4_mini,1,13,7.66,4,6,8.2,0,5,2,0,66,1.5606,0.2379,0.9817,6,6,gpt-5.4-mini,1598,3438
s1__t1__gpt_5_4_mini,1,14,11.459999999999999,9,0,8.2,0,5,2,0,66,2.3496,0.2536,0.9007,6,6,gpt-5.4-mini,2237,3512
s1__t1__gpt_5_4_mini,1,15,11.479999999999999,8,6,7.6,0,6,2,0,89,2.3733,0.2982,0.9187,6,6,gpt-5.4-mini,3008,4300
s1__t1__gpt_5_4_mini,1,16,11.08,8,4,7.6,0,6,2,0,88,2.2711,0.3015,0.8393,6,6,gpt-5.4-mini,2010,4822
s1__t1__gpt_5_4_mini,1,17,11.68,9,2,7.6,0,5,2,0,89,2.5158,0.2979,0.8513,6,6,gpt-5.4-mini,9279,4727
s1__t1__gpt_5_4_mini,1,18,11.28,8,5,7.6,0,6,2,0,88,2.2028,0.2389,0.844,6,6,gpt-5.4-mini,1945,6159
s1__t1__gpt_5_4_mini,1,19,11.68,9,2,7.6,0,5,2,0,89,2.5158,0.2979,0.8513,6,6,gpt-5.4-mini,2138,3892
s1__t1__gpt_5_4_mini,1,20,12.08,9,4,7.6,0,6,2,0,88,2.1566,0.2196,0.9009,6,6,gpt-5.4-mini,2565,4426
s1__t1__gpt_5_4_mini,1,21,11.68,9,2,7.6,0,5,2,0,88,2.5567,0.3011,0.7977,6,6,gpt-5.4-mini,2033,3996
s1__t1__gpt_5_4_mini,1,22,10.620000000000001,8,2,7.4,0,5,2,0,93,2.5558,0.3104,0.8249,6,6,gpt-5.4-mini,1829,3470
s1__t1__gpt_5_4_mini,1,23,12.28,9,5,7.6,0,6,2,0,88,2.1995,0.3102,0.857,6,6,gpt-5.4-mini,2090,4101
s1__t1__gpt_5_4_mini,1,24,10.479999999999999,7,6,7.6,0,6,2,0,88,2.1352,0.2837,0.7875,6,6,gpt-5.4-mini,1982,7959
s1__t1__gpt_5_4_mini,1,25,11.42,8,6,7.4,0,5,2,0,92,2.5224,0.3109,0.8647,6,6,gpt-5.4-mini,1784,4135
s1__t1__gpt_5_4_mini,1,26,11.22,8,5,7.4,0,5,2,0,92,2.5337,0.3095,0.8536,6,6,gpt-5.4-mini,2015,4412
s1__t1__gpt_5_4_mini,1,27,10.879999999999999,8,3,7.6,0,6,2,0,88,2.2456,0.1833,0.9395,6,6,gpt-5.4-mini,2779,3956
s1__t1__gpt_5_4_mini,1,28,11.1,8,5,7,0,6,2,0,129,2.5699,0.3105,0.8229,6,6,gpt-5.4-mini,3071,3801
s1__t1__gpt_5_4_mini,1,29,11.1,8,5,7,0,6,2,0,129,2.4313,0.3087,0.7983,6,6,gpt-5.4-mini,4514,3910
s1__t1__gpt_5_4_mini,1,30,11.1,8,5,7,0,6,2,0,129,2.5699,0.3105,0.8229,6,6,gpt-5.4-mini,2344,4011
s1__t1__gpt_5_4_mini,1,31,10.1,8,0,7,0,6,2,0,129,2.5699,0.3105,0.8229,6,6,gpt-5.4-mini,2552,4876
s1__t1__gpt_5_4_mini,1,32,12.5,9,7,7,0,6,2,0,129,2.4572,0.3094,0.8145,6,6,gpt-5.4-mini,2476,4371
s1__t1__gpt_5_4_mini,1,33,10.9,8,4,7,0,6,2,0,129,2.525,0.3098,0.8429,6,6,gpt-5.4-mini,2540,3494
s1__t1__gpt_5_4_mini,1,34,10.9,8,4,7,0,6,2,0,129,2.4572,0.3095,0.83,6,6,gpt-5.4-mini,2930,3820
s1__t1__gpt_5_4_mini,1,35,9.3,6,6,7,0,6,2,0,129,2.1606,0.2921,0.8528,6,6,gpt-5.4-mini,2497,3803
s1__t1__gpt_5_4_mini,1,36,9.1,7,0,7,0,6,2,0,129,2.1606,0.2921,0.8528,6,6,gpt-5.4-mini,2424,3824
s1__t1__gpt_5_4_mini,1,37,11.5,8,7,7,0,6,2,0,129,2.2112,0.2835,0.804,6,6,gpt-5.4-mini,2406,5087
s1__t1__gpt_5_4_mini,1,38,10.1,8,0,7,0,6,2,0,129,2.2112,0.2835,0.804,6,6,gpt-5.4-mini,2653,3460
s1__t1__gpt_5_4_mini,1,39,10.1,7,5,7,0,6,2,0,130,2.3085,0.2882,0.7818,6,6,gpt-5.4-mini,2539,4063
s1__t1__gpt_5_4_mini,1,40,10.92,8,5,6.4,0,6,2,0,171,2.4486,0.3064,0.8756,6,6,gpt-5.4-mini,2437,3593
s1__t1__gpt_5_4_mini,1,41,11.1,8,5,7,0,6,2,0,130,2.3085,0.2882,0.7818,6,6,gpt-5.4-mini,4148,4302
s1__t1__gpt_5_4_mini,1,42,9.9,7,4,7,0,6,2,0,130,2.1844,0.1772,0.8267,6,6,gpt-5.4-mini,2396,4012
s1__t1__gpt_5_4_mini,1,43,12.299999999999999,9,6,7,0,6,2,0,130,2.3861,0.2659,0.7975,6,6,gpt-5.4-mini,2512,3691
s1__t1__gpt_5_4_mini,1,44,11.299999999999999,8,6,7,0,6,2,0,130,2.3085,0.2882,0.7818,6,6,gpt-5.4-mini,3170,3649
s1__t1__gpt_5_4_mini,1,45,10.7,8,3,7,0,6,2,0,130,2.2506,0.285,0.7917,6,6,gpt-5.4-mini,2532,3473
s1__t1__gpt_5_4_mini,1,46,11.299999999999999,9,1,7,0,6,2,0,130,2.342,0.3078,0.7792,6,6,gpt-5.4-mini,2309,4899
s1__t1__gpt_5_4_mini,1,47,9.5,7,2,7,0,6,2,0,130,2.6865,0.1651,0.8268,6,6,gpt-5.4-mini,2656,3657
s1__t1__gpt_5_4_mini,1,48,11.299999999999999,9,1,7,0,6,2,0,130,2.3386,0.3073,0.7847,6,6,gpt-5.4-mini,3271,3565
s1__t1__gpt_5_4_mini,1,49,10.299999999999999,8,1,7,0,6,2,0,130,2.3965,0.3073,0.7675,6,6,gpt-5.4-mini,2798,4655
s1__t1__gpt_5_4_mini,1,50,10.1,8,0,7,0,6,2,0,130,2.3965,0.3073,0.7675,6,6,gpt-5.4-mini,3143,4504
s1__t1__gpt_5_4_mini,1,51,11.66,9,4,6.2,0,6,4,0,205,2.2321,0.2653,0.854,6,6,gpt-5.4-mini,3285,4079
s1__t1__gpt_5_4_mini,1,52,11.459999999999999,9,3,6.2,0,6,4,0,205,2.2879,0.2634,0.8525,6,6,gpt-5.4-mini,3967,3787
s1__t1__gpt_5_4_mini,1,53,9.86,8,0,6.2,0,6,4,0,205,2.2879,0.2634,0.8525,6,6,gpt-5.4-mini,3686,4264
s1__t1__gpt_5_4_mini,1,54,10.86,9,0,6.2,0,6,4,0,205,2.2321,0.2653,0.854,6,6,gpt-5.4-mini,4843,4760
s1__t1__gpt_5_4_mini,1,55,10.26,7,7,6.2,0,6,4,0,203,2.5076,0.3441,0.7646,6,6,gpt-5.4-mini,3350,4492
s1__t1__gpt_5_4_mini,1,56,10.86,8,5,6.2,0,6,4,0,204,2.2794,0.28,0.8083,6,6,gpt-5.4-mini,3233,4278
s1__t1__gpt_5_4_mini,1,57,10.059999999999999,7,6,6.2,0,6,4,0,205,2.0726,0.1657,0.9073,6,6,gpt-5.4-mini,3705,4479
s1__t1__gpt_5_4_mini,1,58,10.86,8,5,6.2,0,6,4,0,205,2.4235,0.1844,0.8371,6,6,gpt-5.4-mini,3438,3712
s1__t1__gpt_5_4_mini,1,59,11.879999999999999,9,6,5.6,0,6,4,0,247,2.4166,0.2036,0.8192,6,6,gpt-5.4-mini,4393,3721
s1__t1__gpt_5_4_mini,1,60,11.68,9,5,5.6,0,6,4,0,247,2.4166,0.2036,0.8192,6,6,gpt-5.4-mini,3881,4144
s1__t1__gpt_5_4_mini,1,61,10.08,8,2,5.6,0,6,4,0,247,2.4126,0.2121,0.8373,6,6,gpt-5.4-mini,4523,3499
s1__t1__gpt_5_4_mini,1,62,9.28,7,3,5.6,0,6,4,0,246,2.4539,0.2371,0.8182,6,6,gpt-5.4-mini,3686,3500
s1__t1__gpt_5_4_mini,1,63,10.48,8,4,5.6,0,6,4,0,246,2.4539,0.2371,0.8182,6,6,gpt-5.4-mini,3691,3373
s1__t1__gpt_5_4_mini,1,64,9.879999999999999,8,1,5.6,0,6,4,0,246,2.4539,0.2371,0.8182,6,6,gpt-5.4-mini,3928,3757
s1__t1__gpt_5_4_mini,1,65,11.68,9,5,5.6,0,6,4,0,247,2.3159,0.2062,0.8213,6,6,gpt-5.4-mini,3910,3982
s1__t1__gpt_5_4_mini,1,66,9.879999999999999,8,1,5.6,0,6,4,0,246,2.4539,0.2371,0.8182,6,6,gpt-5.4-mini,4527,3816
s1__t1__gpt_5_4_mini,1,67,10.28,8,3,5.6,0,6,4,0,246,2.3575,0.2083,0.8241,6,6,gpt-5.4-mini,3909,4346
s1__t1__gpt_5_4_mini,1,68,9.68,8,0,5.6,0,6,4,0,246,2.3575,0.2083,0.8241,6,6,gpt-5.4-mini,4270,5248
s1__t1__gpt_5_4_mini,1,69,10.08,8,2,5.6,0,6,4,0,247,2.3785,0.1929,0.8352,6,6,gpt-5.4-mini,4832,4315
s1__t1__gpt_5_4_mini,1,70,11.48,9,4,5.6,0,6,4,0,247,2.4126,0.2121,0.8373,6,6,gpt-5.4-mini,3811,3856
s1__t1__gpt_5_4_mini,1,71,10.08,8,2,5.6,0,6,4,0,247,2.3785,0.1929,0.8352,6,6,gpt-5.4-mini,7887,3882
s1__t1__gpt_5_4_mini,1,72,11.68,9,5,5.6,0,6,4,0,247,2.4734,0.2384,0.8146,6,6,gpt-5.4-mini,3774,4445
s1__t1__gpt_5_4_mini,1,73,10.92,8,5,6.4,0,6,2,0,171,2.3773,0.3012,0.824,6,6,gpt-5.4-mini,3837,4104
s1__t1__gpt_5_4_mini,1,74,10.52,8,3,6.4,0,6,2,0,171,2.4052,0.317,0.8063,6,6,gpt-5.4-mini,3039,3849
s1__t1__gpt_5_4_mini,1,75,10.08,8,2,5.6,0,6,4,0,246,2.1255,0.2036,0.8131,6,6,gpt-5.4-mini,3005,4116
