condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t2__gpt_5_4_mini,0,5,2.5,2,1,5,0,1,53,1.284,0.0266,0.9984,3,3,gpt-5.4-mini,1013,1952
s1__t2__gpt_5_4_mini,0,6,2.5,2,1,5,0,1,53,1.2731,0.0272,0.9986,3,3,gpt-5.4-mini,1036,2163
s1__t2__gpt_5_4_mini,0,7,3.5,3,1,5,0,1,53,1.2816,0.0318,0.9987,3,3,gpt-5.4-mini,880,3111
s1__t2__gpt_5_4_mini,0,8,3,2,2,5,0,1,57,1.2782,0.0345,0.9987,3,3,gpt-5.4-mini,966,1970
s1__t2__gpt_5_4_mini,0,9,11.5,8,7,5,0,1,77,1.7356,0.0471,0.9298,3,3,gpt-5.4-mini,1200,2063
s1__t2__gpt_5_4_mini,0,10,10,8,4,5,0,2,122,1.8333,0.0543,0.9189,3,3,gpt-5.4-mini,1328,2008
s1__t2__gpt_5_4_mini,0,11,11,8,6,5,0,2,155,1.4875,0.041,0.938,3,3,gpt-5.4-mini,3388,1756
s1__t2__gpt_5_4_mini,0,12,11,8,6,6,0,2,197,1.1395,0.0401,0.9402,3,3,gpt-5.4-mini,2001,1974
s1__t2__gpt_5_4_mini,0,13,8,6,4,6,0,2,196,1.2452,0.0271,0.9637,3,3,gpt-5.4-mini,1615,2623
s1__t2__gpt_5_4_mini,0,14,8.5,6,5,6,0,2,252,0.6832,0.0088,0.9893,3,3,gpt-5.4-mini,1816,2122
s1__t2__gpt_5_4_mini,0,15,6,5,2,6,0,2,281,0.7552,0.0069,0.9973,3,3,gpt-5.4-mini,1975,2486
s1__t2__gpt_5_4_mini,1,1,5,2,6,2,0,0,25,2.2876,0.2265,0.9264,3,3,gpt-5.4-mini,822,2250
s1__t2__gpt_5_4_mini,1,2,5.5,2,7,4,0,0,36,2.0174,0.1212,0.853,3,3,gpt-5.4-mini,1002,2279
s1__t2__gpt_5_4_mini,1,3,11.5,8,7,3,0,0,37,1.0318,0.0312,0.9841,3,3,gpt-5.4-mini,1212,2637
s1__t2__gpt_5_4_mini,1,4,7,7,0,3,0,0,37,1.0318,0.0312,0.9841,3,3,gpt-5.4-mini,1297,2354
s1__t2__gpt_5_4_mini,1,5,8,8,0,3,0,0,37,1.0318,0.0312,0.9841,3,3,gpt-5.4-mini,1007,2267
s1__t2__gpt_5_4_mini,1,6,8,8,0,3,0,0,37,1.0318,0.0312,0.9841,3,3,gpt-5.4-mini,1038,1786
s1__t2__gpt_5_4_mini,1,7,8,8,0,3,0,0,37,1.0318,0.0312,0.9841,3,3,gpt-5.4-mini,1147,1910
s1__t2__gpt_5_4_mini,1,8,8,8,0,3,0,0,37,1.0318,0.0312,0.9841,3,3,gpt-5.4-mini,1073,2198
s1__t2__gpt_5_4_mini,1,9,7,7,0,3,0,0,37,1.0318,0.0312,0.9841,3,3,gpt-5.4-mini,954,2263
s1__t2__gpt_5_4_mini,1,10,9,7,4,3,0,0,42,0.6215,0.0127,0.9825,3,3,gpt-5.4-mini,1067,1889
s1__t2__gpt_5_4_mini,1,11,7.5,6,3,3,0,0,78,0.7183,0.0128,0.9826,3,3,gpt-5.4-mini,4577,2204
s1__t2__gpt_5_4_mini,1,12,6,5,2,3,0,0,78,0.7042,0.0118,0.9839,3,3,gpt-5.4-mini,1030,2239
s1__t2__gpt_5_4_mini,1,13,8.5,7,3,3,0,0,78,0.7291,0.0131,0.9821,3,3,gpt-5.4-mini,1174,3020
s1__t2__gpt_5_4_mini,1,14,8,6,4,3,0,0,129,0.7771,0.0136,0.9815,3,3,gpt-5.4-mini,1421,1904
s1__t2__gpt_5_4_mini,1,15,9,7,4,3,0,0,181,0.6963,0.0133,0.9819,3,3,gpt-5.4-mini,1741,2262
s1__t2__gpt_5_4_mini,2,1,6.5,3,7,2,0,0,25,2.2876,0.2265,0.9264,3,3,gpt-5.4-mini,815,1961
s1__t2__gpt_5_4_mini,2,2,12,8,8,2,0,0,21,1.2441,0.0296,0.9992,3,3,gpt-5.4-mini,915,2032
s1__t2__gpt_5_4_mini,2,3,2.5,2,1,2,0,0,24,1.3088,0.0301,0.9986,3,3,gpt-5.4-mini,890,1773
s1__t2__gpt_5_4_mini,2,4,11,7,8,2,0,0,44,1.5426,0.0422,0.9471,3,3,gpt-5.4-mini,971,2064
s1__t2__gpt_5_4_mini,2,5,7,5,4,2,0,0,48,1.1307,0.0294,0.9686,3,3,gpt-5.4-mini,2117,2304
s1__t2__gpt_5_4_mini,2,6,11.5,8,7,2,0,0,69,1.1383,0.0295,0.9599,3,3,gpt-5.4-mini,1110,2414
s1__t2__gpt_5_4_mini,2,7,11,9,4,3,0,0,98,1.035,0.0199,0.9735,3,3,gpt-5.4-mini,1058,2361
s1__t2__gpt_5_4_mini,2,8,9.5,8,3,3,0,0,133,0.9719,0.0202,0.9729,3,3,gpt-5.4-mini,1430,2919
s1__t2__gpt_5_4_mini,2,9,9.5,8,3,3,0,0,133,0.9131,0.0194,0.9747,3,3,gpt-5.4-mini,1283,2694
s1__t2__gpt_5_4_mini,2,10,8.5,7,3,3,0,0,120,1.1033,0.0244,0.9686,3,3,gpt-5.4-mini,1117,2020
s1__t2__gpt_5_4_mini,2,11,10.5,9,3,3,0,0,152,1.1504,0.0289,0.9627,3,3,gpt-5.4-mini,1483,2238
s1__t2__gpt_5_4_mini,2,12,8.5,8,1,3,0,0,153,1.0846,0.0255,0.967,3,3,gpt-5.4-mini,1514,2107
s1__t2__gpt_5_4_mini,2,13,11,8,6,3,0,0,184,1.2755,0.0308,0.9608,3,3,gpt-5.4-mini,1526,2108
s1__t2__gpt_5_4_mini,2,14,9,8,2,3,0,0,218,1.3444,0.031,0.9606,3,3,gpt-5.4-mini,1587,1980
s1__t2__gpt_5_4_mini,2,15,10.5,9,3,3,0,0,252,1.3154,0.0284,0.9642,3,3,gpt-5.4-mini,1748,2004
s2__t1__gpt_5_4_mini,0,1,10,6,8,4,0,3,130,2.0977,0.1006,0.9343,3,3,gpt-5.4-mini,1373,3625
s2__t1__gpt_5_4_mini,0,2,10.5,8,5,4,0,3,126,2.0258,0.1093,0.9274,3,3,gpt-5.4-mini,1177,2005
s2__t1__gpt_5_4_mini,0,3,12,9,6,4,0,3,128,2.0474,0.1047,0.9289,3,3,gpt-5.4-mini,1142,2360
s2__t1__gpt_5_4_mini,0,4,10.5,8,5,4,0,3,126,1.8803,0.0919,0.9031,3,3,gpt-5.4-mini,1248,2291
s2__t1__gpt_5_4_mini,0,5,11,8,6,4,0,3,128,1.9109,0.0822,0.9085,3,3,gpt-5.4-mini,1336,2911
s2__t1__gpt_5_4_mini,0,6,10.5,8,5,4,0,4,174,1.9418,0.0954,0.8954,3,3,gpt-5.4-mini,1352,1945
s2__t1__gpt_5_4_mini,0,7,11.5,9,5,4,0,5,215,1.9104,0.1122,0.8866,3,3,gpt-5.4-mini,1561,3447
s2__t1__gpt_5_4_mini,0,8,11,8,6,4,0,6,257,1.8903,0.1226,0.8777,3,3,gpt-5.4-mini,1844,2085
s2__t1__gpt_5_4_mini,0,9,10,8,4,4,0,6,258,1.862,0.1202,0.8819,3,3,gpt-5.4-mini,1751,2367
s2__t1__gpt_5_4_mini,0,10,7.5,7,1,4,0,6,260,1.862,0.1202,0.8819,3,3,gpt-5.4-mini,1907,2354
s2__t1__gpt_5_4_mini,0,11,9,8,2,4,0,6,257,2.0096,0.1275,0.8732,3,3,gpt-5.4-mini,2474,2222
s2__t1__gpt_5_4_mini,0,12,9,8,2,4,0,7,292,1.9142,0.1325,0.8684,3,3,gpt-5.4-mini,1919,2101
s2__t1__gpt_5_4_mini,0,13,8,7,2,4,0,7,298,1.963,0.1333,0.8681,3,3,gpt-5.4-mini,3280,2116
s2__t1__gpt_5_4_mini,0,14,8,7,2,4,0,7,298,1.976,0.134,0.8675,3,3,gpt-5.4-mini,3324,2235
s2__t1__gpt_5_4_mini,0,15,8.5,6,5,5,0,7,389,1.7381,0.1871,0.851,3,3,gpt-5.4-mini,2228,2722
s2__t1__gpt_5_4_mini,1,1,10.5,7,7,2,0,0,24,1.841,0.0553,0.9359,3,3,gpt-5.4-mini,914,2697
s2__t1__gpt_5_4_mini,1,2,11.5,8,7,2,0,0,24,1.5382,0.0367,0.9511,3,3,gpt-5.4-mini,818,1909
s2__t1__gpt_5_4_mini,1,3,8,8,0,2,0,0,24,1.5382,0.0367,0.9511,3,3,gpt-5.4-mini,1063,1901
s2__t1__gpt_5_4_mini,1,4,11.5,8,7,2,0,0,57,1.6904,0.0598,0.927,3,3,gpt-5.4-mini,1056,2831
s2__t1__gpt_5_4_mini,1,5,11.5,9,5,2,0,0,90,1.8088,0.0752,0.911,3,3,gpt-5.4-mini,4162,2343
s2__t1__gpt_5_4_mini,1,6,12.5,9,7,2,0,0,124,1.9205,0.094,0.8945,3,3,gpt-5.4-mini,2614,1925
s2__t1__gpt_5_4_mini,1,7,11.5,9,5,2,0,0,157,1.8688,0.1028,0.8896,3,3,gpt-5.4-mini,1441,2290
s2__t1__gpt_5_4_mini,1,8,10,8,4,2,0,0,157,1.8731,0.1017,0.89,3,3,gpt-5.4-mini,1483,2373
s2__t1__gpt_5_4_mini,1,9,9,8,2,2,0,0,157,1.9464,0.1049,0.8881,3,3,gpt-5.4-mini,1912,2082
s2__t1__gpt_5_4_mini,1,10,12,9,6,2,0,0,156,1.9079,0.112,0.8838,3,3,gpt-5.4-mini,1453,2659
s2__t1__gpt_5_4_mini,1,11,12,9,6,2,0,0,198,1.9589,0.1232,0.8727,3,3,gpt-5.4-mini,1821,2195
s2__t1__gpt_5_4_mini,1,12,10.5,9,3,2,0,0,198,2.004,0.1272,0.8687,3,3,gpt-5.4-mini,2057,2506
s2__t1__gpt_5_4_mini,1,13,8.5,8,1,2,0,0,198,1.9948,0.1288,0.868,3,3,gpt-5.4-mini,1919,2773
s2__t1__gpt_5_4_mini,1,14,11,8,6,2,0,0,196,1.98,0.1233,0.8774,3,3,gpt-5.4-mini,1644,1892
s2__t1__gpt_5_4_mini,1,15,10,8,4,2,0,0,198,1.9224,0.1168,0.8825,3,3,gpt-5.4-mini,1745,2366
s2__t1__gpt_5_4_mini,2,1,11.5,8,7,4,0,1,62,1.991,0.0906,0.9687,3,3,gpt-5.4-mini,1077,2372
s2__t1__gpt_5_4_mini,2,2,10,7,6,4,0,1,85,1.9989,0.0826,0.9145,3,3,gpt-5.4-mini,4340,2076
s2__t1__gpt_5_4_mini,2,3,11,9,4,4,0,1,110,1.886,0.1083,0.9485,3,3,gpt-5.4-mini,1085,2503
s2__t1__gpt_5_4_mini,2,4,10.5,9,3,4,0,1,134,1.7674,0.111,0.9445,3,3,gpt-5.4-mini,1838,2153
s2__t1__gpt_5_4_mini,2,5,8.5,7,3,4,0,1,156,1.7031,0.1112,0.9441,3,3,gpt-5.4-mini,1475,2196
s2__t1__gpt_5_4_mini,2,6,10.5,8,5,4,0,2,170,1.728,0.1095,0.9463,3,3,gpt-5.4-mini,2423,3452
s2__t1__gpt_5_4_mini,2,7,9.5,8,3,4,0,2,170,1.8327,0.1155,0.9398,3,3,gpt-5.4-mini,1774,2252
s2__t1__gpt_5_4_mini,2,8,7.5,7,1,4,0,2,170,1.8379,0.1154,0.94,3,3,gpt-5.4-mini,1610,2470
s2__t1__gpt_5_4_mini,2,9,7.5,7,1,4,0,2,170,1.8379,0.1154,0.94,3,3,gpt-5.4-mini,1523,2289
s2__t1__gpt_5_4_mini,2,10,8.5,8,1,4,0,2,170,1.8379,0.1154,0.94,3,3,gpt-5.4-mini,1505,2111
s2__t1__gpt_5_4_mini,2,11,9.5,8,3,4,0,2,171,1.7541,0.1137,0.9424,3,3,gpt-5.4-mini,1409,2207
s2__t1__gpt_5_4_mini,2,12,7,7,0,4,0,2,171,1.7541,0.1137,0.9424,3,3,gpt-5.4-mini,2878,2083
s2__t1__gpt_5_4_mini,2,13,8.5,7,3,4,0,3,161,1.8489,0.113,0.9437,3,3,gpt-5.4-mini,1253,2076
s2__t1__gpt_5_4_mini,2,14,10.5,8,5,4,0,4,197,1.7882,0.1113,0.9307,3,3,gpt-5.4-mini,1571,2163
s2__t1__gpt_5_4_mini,2,15,11.5,8,7,4,0,5,232,1.7486,0.1172,0.9205,3,3,gpt-5.4-mini,1470,2118
s2__t2__gpt_5_4_mini,0,1,9.5,6,7,6,0,1,47,1.2834,0.0261,0.9766,3,3,gpt-5.4-mini,1212,2244
s2__t2__gpt_5_4_mini,0,2,11.5,8,7,6,0,1,45,1.1096,0.0182,0.9939,3,3,gpt-5.4-mini,1307,1993
s2__t2__gpt_5_4_mini,0,3,9.5,8,3,6,0,1,47,1.1585,0.0206,0.9956,3,3,gpt-5.4-mini,992,1893
s2__t2__gpt_5_4_mini,0,4,9.5,7,5,6,0,1,47,1.0027,0.0155,0.9919,3,3,gpt-5.4-mini,966,2039
s2__t2__gpt_5_4_mini,0,5,10,8,4,6,0,1,45,1.1201,0.018,0.9936,3,3,gpt-5.4-mini,1022,2257
s2__t2__gpt_5_4_mini,0,6,7,7,0,6,0,1,45,1.1201,0.018,0.9936,3,3,gpt-5.4-mini,2483,2550
s2__t2__gpt_5_4_mini,0,7,6.5,5,3,6,0,1,50,1.293,0.0256,0.9953,3,3,gpt-5.4-mini,1060,2057
s2__t2__gpt_5_4_mini,0,8,2.5,2,1,6,0,1,45,1.2917,0.0255,0.9954,3,3,gpt-5.4-mini,883,2124
s2__t2__gpt_5_4_mini,0,9,10.5,7,7,6,0,1,61,1.3336,0.0272,0.9614,3,3,gpt-5.4-mini,1250,2014
s2__t2__gpt_5_4_mini,0,10,8,8,0,6,0,1,61,1.3336,0.0272,0.9614,3,3,gpt-5.4-mini,1155,2260
s2__t2__gpt_5_4_mini,0,11,9,5,8,6,0,1,65,0.423,0.0052,0.9932,3,3,gpt-5.4-mini,1291,4307
s2__t2__gpt_5_4_mini,0,12,7.5,5,5,7,0,1,96,0.5403,0.0057,0.9927,3,3,gpt-5.4-mini,1861,2377
s2__t2__gpt_5_4_mini,0,13,5.5,5,1,7,0,1,96,0.5403,0.0057,0.9927,3,3,gpt-5.4-mini,1202,2285
s2__t2__gpt_5_4_mini,0,14,7.5,6,3,7,0,1,128,0.4673,0.0055,0.9929,3,3,gpt-5.4-mini,1471,2139
s2__t2__gpt_5_4_mini,0,15,4.5,4,1,7,0,1,190,0.4673,0.0055,0.9929,3,3,gpt-5.4-mini,1804,3128
s2__t2__gpt_5_4_mini,1,1,6,2,8,2,0,0,25,1.5661,0.0652,0.9224,3,3,gpt-5.4-mini,1032,1932
s2__t2__gpt_5_4_mini,1,2,10.5,7,7,2,0,0,22,1.3406,0.0332,0.9894,3,3,gpt-5.4-mini,826,2452
s2__t2__gpt_5_4_mini,1,3,7.5,5,5,3,0,0,33,1.4111,0.0332,0.9993,3,3,gpt-5.4-mini,1417,2047
s2__t2__gpt_5_4_mini,1,4,4.5,4,1,3,0,0,33,1.3892,0.0362,0.9732,3,3,gpt-5.4-mini,928,2035
s2__t2__gpt_5_4_mini,1,5,8.5,6,5,3,0,0,33,1.2441,0.0329,0.9992,3,3,gpt-5.4-mini,960,2057
s2__t2__gpt_5_4_mini,1,6,10.5,7,7,3,0,0,53,1.5145,0.0331,0.9597,3,3,gpt-5.4-mini,1073,2323
s2__t2__gpt_5_4_mini,1,7,11,9,4,3,0,0,82,1.4324,0.0467,0.9402,3,3,gpt-5.4-mini,1291,1780
s2__t2__gpt_5_4_mini,1,8,10.5,8,5,3,0,0,105,0.8893,0.0227,0.9691,3,3,gpt-5.4-mini,1698,2299
s2__t2__gpt_5_4_mini,1,9,10.5,8,5,3,0,0,137,0.9396,0.019,0.9743,3,3,gpt-5.4-mini,1136,2155
s2__t2__gpt_5_4_mini,1,10,8,7,2,3,0,0,155,0.7815,0.0139,0.982,3,3,gpt-5.4-mini,1440,2857
s2__t2__gpt_5_4_mini,1,11,10,8,4,3,0,0,173,0.6587,0.0135,0.9819,3,3,gpt-5.4-mini,1614,2144
s2__t2__gpt_5_4_mini,1,12,9,7,4,3,0,0,183,0.7108,0.0138,0.9812,3,3,gpt-5.4-mini,1616,5728
s2__t2__gpt_5_4_mini,1,13,7,5,4,3,0,0,267,0.4192,0.0079,0.9898,3,3,gpt-5.4-mini,1913,1877
s2__t2__gpt_5_4_mini,1,14,7.5,7,1,3,0,0,308,0.4007,0.0078,0.9898,3,3,gpt-5.4-mini,2083,2427
s2__t2__gpt_5_4_mini,1,15,7,6,2,3,0,0,348,0.4207,0.0083,0.9892,3,3,gpt-5.4-mini,2382,2241
s2__t2__gpt_5_4_mini,2,1,7.5,4,7,2,0,0,24,1.1453,0.022,0.9673,3,3,gpt-5.4-mini,782,1972
s2__t2__gpt_5_4_mini,2,2,8,4,8,2,0,0,25,1.6342,0.0947,0.8874,3,3,gpt-5.4-mini,938,3097
s2__t2__gpt_5_4_mini,2,3,5.5,4,3,2,0,0,24,2.0892,0.096,0.894,3,3,gpt-5.4-mini,978,1895
s2__t2__gpt_5_4_mini,2,4,13.5,9,9,2,0,0,31,1.1903,0.0141,0.9856,3,3,gpt-5.4-mini,948,1909
s2__t2__gpt_5_4_mini,2,5,11,9,4,2,0,0,34,1.024,0.0167,0.9803,3,3,gpt-5.4-mini,844,1857
s2__t2__gpt_5_4_mini,2,6,10.5,8,5,2,0,0,109,1.1537,0.0183,0.9783,3,3,gpt-5.4-mini,1246,2861
s2__t2__gpt_5_4_mini,2,7,8.5,8,1,3,0,0,147,1.1507,0.0184,0.978,3,3,gpt-5.4-mini,1570,2096
s2__t2__gpt_5_4_mini,2,8,8,8,0,3,0,0,147,1.1507,0.0184,0.978,3,3,gpt-5.4-mini,1487,2459
s2__t2__gpt_5_4_mini,2,9,11.5,9,5,3,0,0,147,0.9767,0.015,0.9837,3,3,gpt-5.4-mini,2364,1939
s2__t2__gpt_5_4_mini,2,10,12,9,6,3,0,0,147,0.9228,0.0126,0.9853,3,3,gpt-5.4-mini,1364,2040
s2__t2__gpt_5_4_mini,2,11,12,9,6,3,0,0,147,1.091,0.0185,0.9781,3,3,gpt-5.4-mini,1466,3157
s2__t2__gpt_5_4_mini,2,12,8.5,8,1,3,0,0,149,1.1157,0.0185,0.9781,3,3,gpt-5.4-mini,1416,1978
s2__t2__gpt_5_4_mini,2,13,8.5,8,1,3,0,0,149,1.1348,0.0185,0.9781,3,3,gpt-5.4-mini,1894,1961
s2__t2__gpt_5_4_mini,2,14,8,8,0,3,0,0,149,1.1348,0.0185,0.9781,3,3,gpt-5.4-mini,1418,1944
s2__t2__gpt_5_4_mini,2,15,10,8,4,3,0,0,189,1.119,0.0186,0.9779,3,3,gpt-5.4-mini,1560,2097
