condition_id,run_type,seed_label,taste,model,repeat_index,iterations_completed,final_score,final_aesthetic,final_novelty,final_parsimony,xm_gemini_3_flash_preview_aesthetic,xm_gemini_3_flash_preview_novelty,xm_gemini_3_flash_preview_parsimony,xm_gemini_3_flash_preview_total,xm_gpt_5_4_nano_aesthetic,xm_gpt_5_4_nano_novelty,xm_gpt_5_4_nano_parsimony,xm_gpt_5_4_nano_total,best_baseline_a_xm_gemini_3_flash_preview,best_baseline_b_xm_gemini_3_flash_preview,score_vs_baseline_a_gemini_3_flash_preview,score_vs_baseline_b_gemini_3_flash_preview,best_baseline_a_xm_gpt_5_4_nano,best_baseline_b_xm_gpt_5_4_nano,score_vs_baseline_a_gpt_5_4_nano,score_vs_baseline_b_gpt_5_4_nano,final_distinct_commands,final_nesting_depth,final_code_length,final_spatial_entropy,final_fill_ratio,score_drop_warnings,peak_iteration,peak_aesthetic,peak_code_length,peak_xm_gemini_3_flash_preview_aesthetic,peak_xm_gemini_3_flash_preview_novelty,peak_xm_gemini_3_flash_preview_total,peak_xm_gpt_5_4_nano_aesthetic,peak_xm_gpt_5_4_nano_novelty,peak_xm_gpt_5_4_nano_total,peak_vs_baseline_a_gemini_3_flash_preview,peak_vs_baseline_b_gemini_3_flash_preview,peak_vs_baseline_a_gpt_5_4_nano,peak_vs_baseline_b_gpt_5_4_nano,status,elapsed_ms,error
s1__t1__gpt_5_4_mini__m5v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,0,17,9.2,3,0,6.2,2,1,,3.00,6,4,,10.00,5,6,-3.00,-4.00,6,8,0.00,-2.00,8,3,297,1.2116,0.012,2,early_stopped,94896,
s1__t1__gpt_5_4_mini__m5v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,1,17,19,4,8,7,2,2,,4.00,8,5,,13.00,5,6,-3.00,-4.00,6,8,2.00,0.00,11,3,367,0.7847,0.057,0,early_stopped,99519,
s1__t1__gpt_5_4_mini__m5v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,2,13,18.6,6,5,7.6,2,2,,4.00,5,3,,8.00,5,6,-3.00,-4.00,6,8,-1.00,-3.00,9,3,146,0.9643,0.0353,2,early_stopped,71636,
s1__t1__gpt_5_4_mini__m5v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,3,26,18.2,9,5,4.2,4,3,,7.00,7,5,,12.00,5,6,-1.00,-2.00,6,8,1.00,-1.00,11,2,269,1.901,0.0576,1,early_stopped,166980,
s1__t1__gpt_5_4_mini__m5v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,4,12,16.2,4,7,5.2,2,2,,4.00,6,3,,9.00,5,6,-3.00,-4.00,6,8,0.00,-2.00,9,2,294,0.7167,0.0068,3,early_stopped,71782,
s1__t1__gpt_5_4_mini__m5v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,0,28,17.2,8,6,3.2,8,6,,14.00,9,6,,15.00,5,6,3.00,2.00,6,8,3.00,1.00,12,1,2111,2.6258,0.4415,1,early_stopped,206784,
s1__t1__gpt_5_4_mini__m5v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,1,22,12,8,2,2,6,4,,10.00,8,6,,14.00,5,6,1.00,0.00,6,8,2.00,0.00,12,3,562,2.0684,0.3128,3,early_stopped,105068,
s1__t1__gpt_5_4_mini__m5v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,2,11,11,6,5,0,4,3,,7.00,7,4,,11.00,5,6,-1.00,-2.00,6,8,1.00,-1.00,13,2,3412,1.0331,0.0684,0,early_stopped,90410,
s1__t1__gpt_5_4_mini__m5v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,3,17,11,7,4,0,6,5,,11.00,8,6,,14.00,5,6,1.00,0.00,6,8,2.00,0.00,12,1,5301,1.1469,0.1228,1,early_stopped,142195,
s1__t1__gpt_5_4_mini__m5v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,4,19,10,6,4,0,4,3,,7.00,6,4,,10.00,5,6,-1.00,-2.00,6,8,0.00,-2.00,13,2,6666,0.8746,0.0698,0,early_stopped,157681,
s1__t1__gpt_5_4_mini__m6v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,0,12,13.4,6,7,0.40000000000000036,3,3,,6.00,7,6,,13.00,5,6,-2.00,-3.00,6,8,1.00,-1.00,10,3,589,1.2059,0.0169,2,early_stopped,71565,
s1__t1__gpt_5_4_mini__m6v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,1,11,20.6,7,7,6.6,4,3,,7.00,8,5,,13.00,5,6,-1.00,-2.00,6,8,2.00,0.00,10,2,243,1.006,0.0555,2,early_stopped,64218,
s1__t1__gpt_5_4_mini__m6v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,2,17,11,3,8,0,1,1,,2.00,3,2,,5.00,5,6,-4.00,-5.00,6,8,-3.00,-5.00,10,3,1630,0.7611,0.0054,4,early_stopped,136584,
s1__t1__gpt_5_4_mini__m6v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,3,16,18.2,4,8,6.2,6,7,,13.00,7,6,,13.00,5,6,1.00,0.00,6,8,1.00,-1.00,12,2,297,1.48,0.0807,3,early_stopped,111013,
s1__t1__gpt_5_4_mini__m6v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,4,13,11.6,7,0,4.6,3,3,,6.00,6,4,,10.00,5,6,-2.00,-3.00,6,8,0.00,-2.00,10,4,450,0.9863,0.0127,4,early_stopped,83966,
s1__t1__gpt_5_4_mini__m6v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,0,11,10,2,3,5,2,2,,4.00,6,4,,10.00,5,6,-3.00,-4.00,6,8,0.00,-2.00,12,1,557,0.6473,0.0296,3,early_stopped,70116,
s1__t1__gpt_5_4_mini__m6v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,1,11,5.6,2,3,0.5999999999999996,1,1,,2.00,1,2,,3.00,5,6,-4.00,-5.00,6,8,-5.00,-7.00,15,2,930,0.1396,0.0007,1,early_stopped,65220,
s1__t1__gpt_5_4_mini__m6v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,2,11,11,6,5,0,4,3,,7.00,6,4,,10.00,5,6,-1.00,-2.00,6,8,0.00,-2.00,12,2,3784,0.6334,0.019,1,early_stopped,80176,
s1__t1__gpt_5_4_mini__m6v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,3,21,6,5,1,0,4,4,,8.00,8,6,,14.00,5,6,-1.00,-2.00,6,8,2.00,0.00,12,2,4783,0.9958,0.0607,2,early_stopped,208201,
s1__t1__gpt_5_4_mini__m6v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,4,13,12,8,4,0,7,5,,12.00,8,7,,15.00,5,6,2.00,1.00,6,8,2.00,0.00,12,2,6614,2.3986,0.2134,1,early_stopped,182218,
