condition_id,type,model,taste,seed_label,attempt_index,distinct_commands,nesting_depth,code_length,parsimony_score,spatial_entropy,fill_ratio,symmetry_score,bounding_box_coverage,latency_ms,xm_gemini_3_flash_preview_aesthetic,xm_gemini_3_flash_preview_novelty,xm_gpt_5_4_nano_aesthetic,xm_gpt_5_4_nano_novelty
t4__gpt_5_4_mini,from_scratch,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,,3,11,2,1077,0,0.2572,0.0081,0.9995,0,3491,1,1,1,1
t4__gpt_5_4_mini,from_scratch,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,,4,11,2,2563,0,0.5259,0.0088,0.9976,0.449,7393,3,4,4,5
t4__gpt_5_4_mini,from_scratch,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,,5,11,1,1892,0,0.6546,0.0113,0.9955,0.5229,5964,4,5,5,4
t4__gpt_5_4_mini,from_scratch,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,,6,13,1,2933,0,0.4019,0.0084,0.9934,0.0961,8007,3,5,3,4
t4__gpt_5_4_mini,from_scratch,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,,7,12,2,2733,0,0,0,1,0.4238,6954,1,1,1,1
t4__gpt_5_4_mini,from_scratch,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,,8,11,1,924,0,0.4192,0.0087,0.9935,0.061,3416,1,1,2,1
t4__gpt_5_4_mini,from_scratch,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,,9,10,1,2231,0,0.3076,0.0226,0.9796,0.5237,6863,3,4,5,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,0,10,1,654,3.5999999999999996,0.4873,0.0044,0.996,0.0315,2856,2,2,3,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,1,10,1,928,0,0.9118,0.0164,0.9937,0.7744,4009,2,1,3,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,2,11,1,590,2.5999999999999996,0.513,0.0162,0.9861,0.0642,2871,3,2,4,5
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,3,10,1,338,1.4000000000000004,1.9266,0.1246,0.98,0.75,2058,5,4,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,4,10,1,523,1,0.3835,0.0043,0.9971,0.0761,2973,1,1,3,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,5,12,2,623,0,0.306,0.0044,0.9968,0.1063,3225,1,1,1,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,6,9,1,588,5.4,0.4476,0.0117,0.9971,0.0317,3358,2,2,3,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,7,9,1,993,0,0.3644,0.005,0.9978,0.3831,2721,2,1,6,3
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,8,10,1,474,0,0.6058,0.0044,1,0.0001,2401,2,1,2,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,9,10,1,353,1.8000000000000007,0.4467,0.0042,0.9986,0.0214,1846,2,1,2,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,0,11,1,677,3,0.5225,0.0069,0.9978,0.1303,2812,2,2,4,3
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,1,9,1,832,3.4000000000000004,1.8757,0.2062,1,0.6336,2816,3,2,4,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,2,12,1,588,3.2,1.2852,0.0179,0.997,0.7698,2841,4,3,5,3
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,3,13,2,1207,0,0.7767,0.0057,0.9994,0.0027,3843,1,1,2,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,4,10,2,383,3.2,0,0,1,0.0227,2108,1,1,1,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,5,10,1,698,3,0.5085,0.0069,0.9935,0.0314,2678,2,1,2,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,6,10,1,991,0,0.4496,0.0043,0.9959,0.0234,3980,2,1,2,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,7,10,1,646,0,0.6532,0.0065,0.9968,0.6483,2470,2,1,4,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,8,10,1,1224,0,1.6427,0.1379,0.9626,0.7348,4005,6,6,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,9,10,1,718,2.8,0.6423,0.0053,0.9989,0.5305,2987,3,2,6,3
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,0,9,2,638,0,0.4506,0.0044,0.9972,0.0212,2246,1,1,2,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,1,10,3,679,0,0.7756,0.0067,0.9938,0.6973,2839,3,2,7,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,2,11,1,855,2.8,0.652,0.0194,0.9826,0.1214,3429,3,3,5,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,3,11,1,670,0,0.6005,0.0043,0.9982,0.0043,2637,2,1,2,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,4,14,3,417,2.5999999999999996,0.4602,0.0039,0.9999,0.0136,2252,1,1,2,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,5,12,1,313,3.2,0.4625,0.0095,0.9897,0.7495,2114,2,1,4,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,6,10,1,543,5,0.4403,0.0054,0.9975,0.011,2079,2,1,3,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,7,10,1,796,0,1.189,0.0983,0.9327,0.753,2752,7,6,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,8,12,2,795,0,0,0,1,0.1636,3008,1,1,1,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Parallel undulating coloured stripes creating optical vibration — alternating warm and cool saturated colours with precise spacing.,Line,9,10,3,316,4.8,2.0385,0.1915,0.8776,0.7726,2238,6,5,6,7
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,0,9,2,1681,0,0.4948,0.0049,0.9978,0.2607,5588,2,1,2,1
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,1,12,2,1405,0,1.1512,0.1749,0.9528,0.5275,4348,4,3,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,2,10,2,1612,0,0.4492,0.0054,0.9982,0.2917,5161,2,2,4,3
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,3,10,1,915,0,0.5172,0.0067,0.9978,0.3731,3815,3,2,4,3
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,4,10,2,3408,0,0.7378,0.0343,0.9908,0.1159,9097,2,2,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,5,11,1,522,0,0.4479,0.0208,0.9994,0.0454,2221,2,1,3,2
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,6,11,2,720,0,0.5276,0.0367,0.9875,0.4502,2802,3,4,4,3
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,7,10,1,1810,0,0.393,0.0144,0.9928,0.3324,5498,4,5,6,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,8,11,1,254,5,0.6472,0.007,0.9998,0.1274,1578,1,1,2,2
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,9,10,1,803,0,1.4366,0.2349,0.7659,0.7142,3043,4,6,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,0,10,2,877,0,0.5372,0.0331,0.9794,0.3857,3131,3,4,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,1,11,1,792,0,0.4446,0.0052,0.9944,0.1024,3179,2,1,3,2
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,2,13,1,1250,0,2.2717,0.1261,0.9711,0.6747,5606,3,2,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,3,12,2,1420,0,0.4817,0.0052,0.9983,0.1367,4818,2,2,3,2
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,4,11,1,839,0,0.5623,0.0104,0.9972,0.1795,2758,3,4,4,3
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,5,10,2,2287,0,0.2572,0.0081,0.9995,0,6016,1,1,1,1
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,6,10,2,906,0,1.6741,0.331,0.8543,0.7325,3241,3,3,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,7,11,1,871,0,0.1396,0.0179,0.9951,0.2319,3266,3,4,6,4
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,8,11,1,609,0,0.3263,0.0059,0.9989,0.0265,3090,2,2,2,1
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,9,10,1,686,0,0.6344,0.008,0.9978,0.267,2686,3,2,6,4
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,0,10,2,1040,0,0.4623,0.005,0.9966,0.0531,3581,2,2,3,2
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,1,11,2,1220,0,0.2572,0.0092,0.9948,0,3400,1,1,1,1
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,2,10,1,497,0,1.7784,0.3813,0.9444,0.5789,2647,4,3,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,3,10,2,769,0,0.3994,0.0057,0.9975,0.2745,3208,2,3,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,4,10,2,1702,0,1.5055,0.0762,0.9558,0.7599,4885,5,4,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,5,12,1,615,0,1.1623,0.1178,0.9324,0.6136,2563,4,6,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,6,10,1,1249,0,0.4248,0.0042,0.9984,0.0063,3823,2,1,2,3
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,7,11,1,854,0,0.6191,0.0245,0.9812,0.5571,3621,3,4,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,8,12,2,904,0,0.2563,0.0099,0.9995,0.3884,3672,3,2,5,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley's color period — vibrant parallel stripes and curves in saturated colors creating optical movement.,Line,9,11,2,1611,0,0.6418,0.0111,0.9936,0.4955,4764,2,2,2,3
