condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t1__gpt_5_4_mini__m4v3rb,4,8,21.6,7,7,7.6,0,8,2,3,218,0.9429,0.0394,0.96,4,4,gpt-5.4-mini,2837,3020
s1__t1__gpt_5_4_mini__m4v3rb,4,9,19.2,8,6,5.2,0,11,3,3,315,1.7453,0.0677,0.9539,4,4,gpt-5.4-mini,2368,3303
s1__t1__gpt_5_4_mini__m4v3rb,4,10,19.8,7,6,6.8,0,11,3,2,186,1.4081,0.0471,0.9711,4,4,gpt-5.4-mini,2674,5647
s1__t1__gpt_5_4_mini__m4v3rb,4,11,17.6,8,5,4.6,0,11,3,3,310,1.8935,0.0617,0.9572,4,4,gpt-5.4-mini,3934,2470
s1__t1__gpt_5_4_mini__m4v3rb,4,12,13.6,8,2,3.5999999999999996,1,11,3,3,331,1.3601,0.0466,0.97,4,4,gpt-5.4-mini,3933,4488
s1__t1__gpt_5_4_mini__m5v3rb,0,1,16.8,3,6,7.8,0,8,2,2,160,0.4921,0.0042,0.9988,4,4,gpt-5.4-mini,2367,2777
s1__t1__gpt_5_4_mini__m5v3rb,0,2,9.8,2,0,7.8,1,8,2,2,160,0.4921,0.0042,0.9988,4,4,gpt-5.4-mini,2464,2835
s1__t1__gpt_5_4_mini__m5v3rb,0,3,13.2,3,3,7.2,0,8,2,2,203,0.4208,0.0041,0.9988,4,4,gpt-5.4-mini,1980,2837
s1__t1__gpt_5_4_mini__m5v3rb,0,4,15.8,3,5,7.8,0,8,2,2,165,0.4906,0.0043,0.9986,4,4,gpt-5.4-mini,2936,2500
s1__t1__gpt_5_4_mini__m5v3rb,0,5,17.8,4,7,6.8,0,8,3,2,250,0.5932,0.0043,0.9977,4,4,gpt-5.4-mini,2103,2642
s1__t1__gpt_5_4_mini__m5v3rb,0,6,17.4,4,6,7.4,0,8,3,2,205,0.691,0.0057,0.9985,4,4,gpt-5.4-mini,2604,2373
s1__t1__gpt_5_4_mini__m5v3rb,0,7,18.4,5,7,6.4,0,8,3,2,272,1.2865,0.0148,0.9961,4,4,gpt-5.4-mini,2496,3324
s1__t1__gpt_5_4_mini__m5v3rb,0,8,17.4,4,6,7.4,0,8,3,2,194,1.1399,0.0102,0.9994,4,4,gpt-5.4-mini,2475,2917
s1__t1__gpt_5_4_mini__m5v3rb,0,9,14.2,3,4,7.2,0,8,3,2,203,1.3463,0.012,0.9989,4,4,gpt-5.4-mini,2196,4707
s1__t1__gpt_5_4_mini__m5v3rb,0,10,17.4,4,6,7.4,0,8,3,2,194,1.1399,0.0102,0.9994,4,4,gpt-5.4-mini,1945,2377
s1__t1__gpt_5_4_mini__m5v3rb,0,11,17.4,4,6,7.4,0,8,3,2,205,0.691,0.0057,0.9985,4,4,gpt-5.4-mini,1823,3262
s1__t1__gpt_5_4_mini__m5v3rb,0,12,10.4,2,1,7.4,1,8,3,2,195,1.3483,0.0119,0.9989,4,4,gpt-5.4-mini,2059,3586
s1__t1__gpt_5_4_mini__m5v3rb,0,13,16.2,3,6,7.2,0,8,3,2,212,1.0565,0.0088,0.9982,4,4,gpt-5.4-mini,2339,2837
s1__t1__gpt_5_4_mini__m5v3rb,0,14,13.4,3,4,6.4,0,8,3,2,277,1.2952,0.0142,0.9971,4,4,gpt-5.4-mini,3303,3109
s1__t1__gpt_5_4_mini__m5v3rb,0,15,12.4,2,4,6.4,0,8,3,2,277,0.7452,0.0057,0.9958,4,4,gpt-5.4-mini,2400,3241
s1__t1__gpt_5_4_mini__m5v3rb,0,16,13.2,3,4,6.2,0,8,3,2,297,1.2116,0.012,0.9977,4,4,gpt-5.4-mini,2606,4363
s1__t1__gpt_5_4_mini__m5v3rb,0,17,9.2,3,0,6.2,0,8,3,2,297,1.2116,0.012,0.9977,4,4,gpt-5.4-mini,2377,2996
s1__t1__gpt_5_4_mini__m5v3rb,1,1,20.8,5,8,7.8,0,7,2,2,179,1.5832,0.0921,0.944,4,4,gpt-5.4-mini,2452,2983
s1__t1__gpt_5_4_mini__m5v3rb,1,2,19.8,5,7,7.8,0,8,2,2,186,1.2742,0.1087,0.9402,4,4,gpt-5.4-mini,3359,2731
s1__t1__gpt_5_4_mini__m5v3rb,1,3,17.2,5,5,7.2,0,11,2,2,255,0.9535,0.0307,0.9796,4,4,gpt-5.4-mini,2727,2679
s1__t1__gpt_5_4_mini__m5v3rb,1,4,13.2,6,0,7.2,0,11,2,2,255,0.9535,0.0307,0.9796,4,4,gpt-5.4-mini,2213,3054
s1__t1__gpt_5_4_mini__m5v3rb,1,5,18.2,6,5,7.2,0,11,2,2,253,1.1519,0.033,0.9777,4,4,gpt-5.4-mini,2497,2841
s1__t1__gpt_5_4_mini__m5v3rb,1,6,16.4,4,7,5.4,0,12,2,2,348,0.5719,0.0162,0.9839,4,4,gpt-5.4-mini,2199,2901
s1__t1__gpt_5_4_mini__m5v3rb,1,7,22.2,8,7,7.2,0,11,2,2,253,0.999,0.0285,0.9808,4,4,gpt-5.4-mini,5991,2763
s1__t1__gpt_5_4_mini__m5v3rb,1,8,23.2,8,8,7.2,0,11,2,2,231,0.959,0.0365,0.9729,4,4,gpt-5.4-mini,2432,3083
s1__t1__gpt_5_4_mini__m5v3rb,1,9,20.2,7,6,7.2,0,11,2,2,230,1.1218,0.0405,0.9647,4,4,gpt-5.4-mini,2111,2594
s1__t1__gpt_5_4_mini__m5v3rb,1,10,20.2,7,6,7.2,0,11,2,2,261,0.7844,0.0126,0.9896,4,4,gpt-5.4-mini,2462,3196
s1__t1__gpt_5_4_mini__m5v3rb,1,11,20.2,7,6,7.2,0,11,2,2,252,0.9759,0.0271,0.982,4,4,gpt-5.4-mini,2565,2822
s1__t1__gpt_5_4_mini__m5v3rb,1,12,22.2,8,7,7.2,0,11,2,2,258,0.8628,0.0225,0.9811,4,4,gpt-5.4-mini,3021,3828
s1__t1__gpt_5_4_mini__m5v3rb,1,13,20.2,8,5,7.2,0,11,2,2,259,0.8116,0.0155,0.9868,4,4,gpt-5.4-mini,2400,2295
s1__t1__gpt_5_4_mini__m5v3rb,1,14,22.2,8,7,7.2,0,11,2,2,253,0.999,0.0285,0.9808,4,4,gpt-5.4-mini,2587,3474
s1__t1__gpt_5_4_mini__m5v3rb,1,15,18.2,7,4,7.2,0,11,2,2,247,0.6201,0.0207,0.9824,4,4,gpt-5.4-mini,2964,2673
s1__t1__gpt_5_4_mini__m5v3rb,1,16,18.2,5,6,7.2,0,11,2,2,304,0.731,0.0053,0.9962,4,4,gpt-5.4-mini,2871,3167
s1__t1__gpt_5_4_mini__m5v3rb,1,17,19,4,8,7,0,11,3,2,367,0.7847,0.057,0.9527,4,4,gpt-5.4-mini,2712,2697
s1__t1__gpt_5_4_mini__m5v3rb,2,1,10.8,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,4,4,gpt-5.4-mini,3206,2761
s1__t1__gpt_5_4_mini__m5v3rb,2,2,17.6,5,6,6.6,0,11,2,2,127,1.3714,0.0874,0.9823,4,4,gpt-5.4-mini,5921,2334
s1__t1__gpt_5_4_mini__m5v3rb,2,3,17.6,8,7,2.5999999999999996,0,11,2,4,254,1.3417,0.1011,0.9801,4,4,gpt-5.4-mini,3620,3335
s1__t1__gpt_5_4_mini__m5v3rb,2,4,23.8,8,7,8.8,0,6,2,1,110,0.8066,0.0411,0.9704,4,4,gpt-5.4-mini,3278,2963
s1__t1__gpt_5_4_mini__m5v3rb,2,5,13,8,5,0,1,11,2,6,379,1.335,0.1284,0.9746,4,4,gpt-5.4-mini,1921,2651
s1__t1__gpt_5_4_mini__m5v3rb,2,6,23.8,8,7,8.8,0,6,2,1,110,0.8066,0.0411,0.9704,4,4,gpt-5.4-mini,3944,2729
s1__t1__gpt_5_4_mini__m5v3rb,2,7,20.6,7,6,7.6,0,9,3,1,145,1.1737,0.0577,0.9835,4,4,gpt-5.4-mini,1633,2343
s1__t1__gpt_5_4_mini__m5v3rb,2,8,19.8,8,6,5.8,0,9,3,2,270,1.4505,0.0981,0.9807,4,4,gpt-5.4-mini,2257,2778
s1__t1__gpt_5_4_mini__m5v3rb,2,9,23.8,8,7,8.8,0,6,2,1,102,0.7075,0.0364,0.9763,4,4,gpt-5.4-mini,2029,2525
s1__t1__gpt_5_4_mini__m5v3rb,2,10,17.4,6,3,8.4,1,7,3,1,118,1.3768,0.0557,0.9776,4,4,gpt-5.4-mini,1624,2965
s1__t1__gpt_5_4_mini__m5v3rb,2,11,17.4,6,4,7.4,0,10,3,2,163,1.3774,0.0983,0.9665,4,4,gpt-5.4-mini,1515,2780
s1__t1__gpt_5_4_mini__m5v3rb,2,12,18.4,6,4,8.4,0,7,3,1,118,1.308,0.0818,0.9682,4,4,gpt-5.4-mini,1947,2833
s1__t1__gpt_5_4_mini__m5v3rb,2,13,18.6,6,5,7.6,0,9,3,1,146,0.9643,0.0353,0.9893,4,4,gpt-5.4-mini,1461,2585
s1__t1__gpt_5_4_mini__m5v3rb,3,1,17.6,4,6,7.6,0,7,2,4,124,0.706,0.0044,0.9988,4,4,gpt-5.4-mini,2027,3058
s1__t1__gpt_5_4_mini__m5v3rb,3,2,19.2,7,6,6.2,0,7,2,5,201,1.4263,0.0118,0.9992,4,4,gpt-5.4-mini,2358,2853
s1__t1__gpt_5_4_mini__m5v3rb,3,3,15.4,3,5,7.4,0,7,2,3,115,0.4123,0.0047,0.9962,4,4,gpt-5.4-mini,2484,2607
s1__t1__gpt_5_4_mini__m5v3rb,3,4,19.2,6,7,6.2,0,7,2,5,209,1.3199,0.012,0.9993,4,4,gpt-5.4-mini,2035,2798
s1__t1__gpt_5_4_mini__m5v3rb,3,5,15.8,3,7,5.8,0,7,2,4,249,0.4963,0.0042,0.998,4,4,gpt-5.4-mini,2842,2829
s1__t1__gpt_5_4_mini__m5v3rb,3,6,19.2,6,7,6.2,0,7,2,5,209,1.3199,0.012,0.9993,4,4,gpt-5.4-mini,2625,3319
s1__t1__gpt_5_4_mini__m5v3rb,3,7,19.8,8,8,3.8,0,7,2,5,277,1.2409,0.1154,0.9254,4,4,gpt-5.4-mini,2708,3617
s1__t1__gpt_5_4_mini__m5v3rb,3,8,16.8,7,6,3.8,0,7,2,5,277,1.5547,0.1188,0.9256,4,4,gpt-5.4-mini,2630,3450
s1__t1__gpt_5_4_mini__m5v3rb,3,9,17.8,7,7,3.8,0,7,2,5,272,1.3049,0.0889,0.9397,4,4,gpt-5.4-mini,3763,2873
s1__t1__gpt_5_4_mini__m5v3rb,3,10,15.8,7,5,3.8,0,7,2,5,277,1.7581,0.1651,0.8998,4,4,gpt-5.4-mini,3003,3297
s1__t1__gpt_5_4_mini__m5v3rb,3,11,18.8,8,7,3.8,0,7,2,5,277,1.894,0.2089,0.889,4,4,gpt-5.4-mini,3158,4599
s1__t1__gpt_5_4_mini__m5v3rb,3,12,16.4,3,7,6.4,0,7,3,3,149,0.4752,0.0043,0.9973,4,4,gpt-5.4-mini,3134,2994
s1__t1__gpt_5_4_mini__m5v3rb,3,13,15.8,7,5,3.8,0,7,2,5,277,1.7581,0.1651,0.8998,4,4,gpt-5.4-mini,2644,2531
s1__t1__gpt_5_4_mini__m5v3rb,3,14,13.4,6,5,2.4000000000000004,0,10,2,5,315,1.6716,0.0997,0.9302,4,4,gpt-5.4-mini,2980,3411
s1__t1__gpt_5_4_mini__m5v3rb,3,15,15.4,6,7,2.4000000000000004,0,10,2,5,316,1.6895,0.1178,0.9276,4,4,gpt-5.4-mini,3509,2508
s1__t1__gpt_5_4_mini__m5v3rb,3,16,19.8,9,7,3.8,0,7,2,5,278,1.6225,0.0978,0.9395,4,4,gpt-5.4-mini,3101,3353
s1__t1__gpt_5_4_mini__m5v3rb,3,17,15.8,6,7,2.8,0,9,2,5,301,2.2291,0.2649,0.8408,4,4,gpt-5.4-mini,5109,2895
s1__t1__gpt_5_4_mini__m5v3rb,3,18,15.4,8,5,2.4000000000000004,0,10,2,5,315,1.7891,0.1144,0.9266,4,4,gpt-5.4-mini,3345,3833
s1__t1__gpt_5_4_mini__m5v3rb,3,19,16.4,8,6,2.4000000000000004,0,10,2,5,316,1.7201,0.1276,0.9196,4,4,gpt-5.4-mini,3120,3492
s1__t1__gpt_5_4_mini__m5v3rb,3,20,14.4,7,5,2.4000000000000004,0,10,2,5,316,1.7105,0.1051,0.9327,4,4,gpt-5.4-mini,3186,4106
s1__t1__gpt_5_4_mini__m5v3rb,3,21,16.4,8,6,2.4000000000000004,0,10,2,5,316,2.0158,0.165,0.8914,4,4,gpt-5.4-mini,3583,2608
s1__t1__gpt_5_4_mini__m5v3rb,3,22,14.8,7,6,1.8000000000000007,0,11,2,5,338,2.0856,0.0973,0.9347,4,4,gpt-5.4-mini,3685,3614
