condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t1__gpt_5_4_mini__m7v2rb,0,82,8.2,7,6,0,0,12,3,2,2692,0.6883,0.041,0.9338,3,3,gpt-5.4-mini,13461,3161
s1__t1__gpt_5_4_mini__m7v2rb,0,83,5.2,4,6,0,0,12,3,2,3078,0.3882,0.0066,0.9881,3,3,gpt-5.4-mini,15867,2626
s1__t1__gpt_5_4_mini__m7v2rb,0,84,8.2,7,6,0,0,12,3,2,2541,0.5376,0.0088,0.9835,3,3,gpt-5.4-mini,14524,2190
s1__t1__gpt_5_4_mini__m7v2rb,0,85,6,6,0,0,0,12,3,2,3078,0.3882,0.0066,0.9881,3,3,gpt-5.4-mini,9960,2187
s1__t1__gpt_5_4_mini__m7v2rb,0,86,8,8,0,0,0,12,3,2,3078,0.3882,0.0066,0.9881,3,3,gpt-5.4-mini,17351,2186
s1__t1__gpt_5_4_mini__m7v2rb,0,87,6.2,5,6,0,0,12,3,2,3749,0.3941,0.0052,0.9901,3,3,gpt-5.4-mini,14446,2467
s1__t1__gpt_5_4_mini__m7v2rb,0,88,6.2,5,6,0,0,12,3,2,4205,0.5081,0.03,0.9476,3,3,gpt-5.4-mini,22724,2418
s1__t1__gpt_5_4_mini__m7v2rb,0,89,6.2,5,6,0,0,12,3,2,3749,0.3941,0.0052,0.9901,3,3,gpt-5.4-mini,23483,2222
s1__t1__gpt_5_4_mini__m7v2rb,0,90,3.4,3,2,0,0,12,3,2,3708,0.6458,0.007,0.9894,3,3,gpt-5.4-mini,15572,2319
s1__t1__gpt_5_4_mini__m7v2rb,0,91,2,2,0,0,0,12,3,2,3708,0.6458,0.007,0.9894,2,2,gpt-5.4-mini,21770,1989
s1__t1__gpt_5_4_mini__m7v2rb,0,92,7,6,5,0,0,12,3,2,4814,0.6104,0.0182,0.9766,2,2,gpt-5.4-mini,23001,1750
s1__t1__gpt_5_4_mini__m7v2rb,0,93,3.2,2,6,0,0,12,3,2,4450,0.3546,0.0036,0.9932,3,3,gpt-5.4-mini,19742,2552
s1__t1__gpt_5_4_mini__m7v2rb,0,94,8,8,0,0,0,12,3,2,3749,0.3941,0.0052,0.9901,2,2,gpt-5.4-mini,22897,2175
s1__t1__gpt_5_4_mini__m7v2rb,0,95,2.4,2,2,0,1,12,3,2,3381,0.6867,0.0071,0.9891,3,3,gpt-5.4-mini,17493,2391
s1__t1__gpt_5_4_mini__m7v2rb,0,96,1.4,1,2,0,0,12,3,2,869,0.1819,0.0006,0.9998,3,3,gpt-5.4-mini,5430,3726
s1__t1__gpt_5_4_mini__m7v2rb,0,97,8.98,6,8,4.6,0,12,2,2,447,0.2709,0.0172,0.9747,3,3,gpt-5.4-mini,4314,2123
s1__t1__gpt_5_4_mini__m7v2rb,0,98,8.379999999999999,7,0,4.6,0,12,2,2,447,0.2709,0.0172,0.9747,3,3,gpt-5.4-mini,3371,2375
s1__t1__gpt_5_4_mini__m7v2rb,0,99,6.58,4,6,4.6,0,12,2,2,409,0.6727,0.075,0.9495,3,3,gpt-5.4-mini,2903,3366
s1__t1__gpt_5_4_mini__m7v2rb,0,100,10.44,8,5,4.8,0,12,2,2,451,2.2533,0.2093,0.7709,3,3,gpt-5.4-mini,3425,2433
s1__t1__gpt_5_4_mini__m7v2rb,1,1,10.379999999999999,8,5,4.6,0,11,2,4,281,2.0789,0.0841,0.9163,3,3,gpt-5.4-mini,2309,2359
s1__t1__gpt_5_4_mini__m7v2rb,1,2,10.799999999999999,9,3,4,0,11,2,4,416,0.5733,0.0261,0.9667,3,3,gpt-5.4-mini,3577,2424
s1__t1__gpt_5_4_mini__m7v2rb,1,3,9.82,8,7,1.4000000000000004,0,13,2,5,538,1.0735,0.0551,0.94,3,3,gpt-5.4-mini,3428,2687
s1__t1__gpt_5_4_mini__m7v2rb,1,4,8.62,7,6,1.4000000000000004,0,13,2,5,540,0.5583,0.0162,0.9777,3,3,gpt-5.4-mini,3632,2770
s1__t1__gpt_5_4_mini__m7v2rb,1,5,8.24,7,5,0.8000000000000007,0,13,2,5,562,0.6327,0.0203,0.9881,3,3,gpt-5.4-mini,3056,2106
s1__t1__gpt_5_4_mini__m7v2rb,1,6,7.2,6,0,4,0,11,2,4,416,0.5733,0.0261,0.9667,3,3,gpt-5.4-mini,3369,2099
s1__t1__gpt_5_4_mini__m7v2rb,1,7,8.2,7,0,4,0,11,2,4,416,0.5733,0.0261,0.9667,3,3,gpt-5.4-mini,3047,2812
s1__t1__gpt_5_4_mini__m7v2rb,1,8,10.799999999999999,8,8,4,0,11,2,4,416,1.1005,0.0541,0.9295,3,3,gpt-5.4-mini,2511,2929
s1__t1__gpt_5_4_mini__m7v2rb,1,9,9.06,8,2,2.2,0,11,2,5,498,0.6538,0.0372,0.963,3,3,gpt-5.4-mini,3156,2461
s1__t1__gpt_5_4_mini__m7v2rb,1,10,9.66,8,5,2.2,0,11,2,5,487,0.7839,0.0485,0.9483,3,3,gpt-5.4-mini,3946,3004
s1__t1__gpt_5_4_mini__m7v2rb,1,11,7.5200000000000005,6,7,0.40000000000000036,0,11,2,6,577,1.074,0.0619,0.9219,3,3,gpt-5.4-mini,3505,2284
s1__t1__gpt_5_4_mini__m7v2rb,1,12,10.46,9,4,2.2,0,11,2,5,443,1.7005,0.0786,0.9143,3,3,gpt-5.4-mini,3230,2584
s1__t1__gpt_5_4_mini__m7v2rb,1,13,9.46,8,4,2.2,0,11,2,5,551,1.0179,0.0448,0.9528,3,3,gpt-5.4-mini,2771,3392
s1__t1__gpt_5_4_mini__m7v2rb,1,14,11.06,9,7,2.2,0,11,2,5,441,1.6764,0.1021,0.9176,3,3,gpt-5.4-mini,3849,2232
s1__t1__gpt_5_4_mini__m7v2rb,1,15,9.06,7,7,2.2,0,11,2,5,546,0.8702,0.0547,0.9267,3,3,gpt-5.4-mini,3050,2416
s1__t1__gpt_5_4_mini__m7v2rb,1,16,9.32,8,6,0.40000000000000036,0,11,2,6,575,1.3792,0.0606,0.9413,3,3,gpt-5.4-mini,3554,2510
s1__t1__gpt_5_4_mini__m7v2rb,1,17,8.120000000000001,8,0,0.40000000000000036,0,11,2,6,575,1.3792,0.0606,0.9413,3,3,gpt-5.4-mini,4008,2891
s1__t1__gpt_5_4_mini__m7v2rb,1,18,10.32,9,6,0.40000000000000036,0,11,2,6,573,1.0846,0.0537,0.9405,3,3,gpt-5.4-mini,3533,2507
s1__t1__gpt_5_4_mini__m7v2rb,1,19,7.92,7,4,0.40000000000000036,0,11,2,6,573,1.3099,0.0616,0.928,3,3,gpt-5.4-mini,3162,2244
s1__t1__gpt_5_4_mini__m7v2rb,1,20,7.72,7,3,0.40000000000000036,0,11,2,6,573,1.4489,0.0712,0.9161,3,3,gpt-5.4-mini,3437,2560
s1__t1__gpt_5_4_mini__m7v2rb,1,21,8.26,6,8,2.2,0,11,2,5,561,0.6966,0.0551,0.936,3,3,gpt-5.4-mini,4087,2494
s1__t1__gpt_5_4_mini__m7v2rb,1,22,10.52,9,7,0.40000000000000036,0,11,2,6,689,1.1337,0.107,0.8577,3,3,gpt-5.4-mini,4498,2179
s1__t1__gpt_5_4_mini__m7v2rb,1,23,10.52,9,7,0.40000000000000036,0,11,2,6,678,1.5512,0.1132,0.9041,3,3,gpt-5.4-mini,3837,2759
s1__t1__gpt_5_4_mini__m7v2rb,1,24,9.120000000000001,9,0,0.40000000000000036,0,11,2,6,678,1.5512,0.1132,0.9041,3,3,gpt-5.4-mini,3957,3104
s1__t1__gpt_5_4_mini__m7v2rb,1,25,9.2,8,6,0,0,11,2,7,828,0.8954,0.084,0.8831,3,3,gpt-5.4-mini,3988,4267
s1__t1__gpt_5_4_mini__m7v2rb,1,26,8.120000000000001,8,0,0.40000000000000036,0,11,2,6,689,1.1337,0.107,0.8577,3,3,gpt-5.4-mini,5154,2691
s1__t1__gpt_5_4_mini__m7v2rb,1,27,8.120000000000001,8,0,0.40000000000000036,0,11,2,6,689,1.1337,0.107,0.8577,3,3,gpt-5.4-mini,5464,2391
s1__t1__gpt_5_4_mini__m7v2rb,1,28,9.120000000000001,8,5,0.40000000000000036,0,11,2,6,689,1.2411,0.1191,0.8642,3,3,gpt-5.4-mini,4559,2110
s1__t1__gpt_5_4_mini__m7v2rb,1,29,10.2,9,6,0,0,11,2,7,838,1.3289,0.1218,0.8455,3,3,gpt-5.4-mini,4624,2518
s1__t1__gpt_5_4_mini__m7v2rb,1,30,9,8,5,0,0,11,2,7,822,1.079,0.0959,0.8728,3,3,gpt-5.4-mini,5906,2371
s1__t1__gpt_5_4_mini__m7v2rb,1,31,8.8,8,4,0,0,11,2,8,986,0.9315,0.0652,0.925,3,3,gpt-5.4-mini,4656,2425
s1__t1__gpt_5_4_mini__m7v2rb,1,32,9,8,5,0,0,11,2,7,822,1.079,0.0959,0.8728,3,3,gpt-5.4-mini,5982,2421
s1__t1__gpt_5_4_mini__m7v2rb,1,33,8.8,8,4,0,0,11,2,8,986,0.9315,0.0652,0.925,3,3,gpt-5.4-mini,5636,3730
s1__t1__gpt_5_4_mini__m7v2rb,1,34,9,9,0,0,0,11,2,8,986,0.9315,0.0652,0.925,3,3,gpt-5.4-mini,5745,2198
s1__t1__gpt_5_4_mini__m7v2rb,1,35,7.8,7,4,0,0,11,2,8,994,0.9889,0.073,0.9158,3,3,gpt-5.4-mini,5780,3138
s1__t1__gpt_5_4_mini__m7v2rb,1,36,9.4,8,7,0,0,11,2,8,995,1.125,0.0992,0.8866,3,3,gpt-5.4-mini,6094,2557
s1__t1__gpt_5_4_mini__m7v2rb,1,37,10,9,5,0,0,11,2,8,999,0.8194,0.0517,0.9317,3,3,gpt-5.4-mini,4861,2895
s1__t1__gpt_5_4_mini__m7v2rb,1,38,9,9,0,0,0,11,2,8,994,0.9889,0.073,0.9158,3,3,gpt-5.4-mini,4672,2355
s1__t1__gpt_5_4_mini__m7v2rb,1,39,9,8,5,0,0,11,2,8,1004,0.8855,0.0701,0.9078,3,3,gpt-5.4-mini,6194,3854
s1__t1__gpt_5_4_mini__m7v2rb,1,40,10.2,9,6,0,0,11,2,8,1015,0.7854,0.0652,0.9132,3,3,gpt-5.4-mini,6188,2370
s1__t1__gpt_5_4_mini__m7v2rb,1,41,10.32,9,6,0.40000000000000036,0,11,2,6,720,1.4,0.0815,0.9147,3,3,gpt-5.4-mini,6497,2993
s1__t1__gpt_5_4_mini__m7v2rb,1,42,10.32,9,6,0.40000000000000036,0,11,2,6,735,1.716,0.1476,0.8363,3,3,gpt-5.4-mini,4276,2487
s1__t1__gpt_5_4_mini__m7v2rb,1,43,8.66,7,5,2.2,0,11,2,5,686,2.2287,0.2227,0.8039,3,3,gpt-5.4-mini,5280,2398
s1__t1__gpt_5_4_mini__m7v2rb,1,44,10.4,9,7,0,0,11,2,7,886,0.7755,0.0823,0.9255,3,3,gpt-5.4-mini,3985,2452
s1__t1__gpt_5_4_mini__m7v2rb,1,45,8,8,0,0,0,11,2,7,886,0.7755,0.0823,0.9255,3,3,gpt-5.4-mini,6307,2335
s1__t1__gpt_5_4_mini__m7v2rb,1,46,9.06,7,7,2.2,0,11,2,5,653,1.6327,0.1972,0.8245,3,3,gpt-5.4-mini,4235,3199
s1__t1__gpt_5_4_mini__m7v2rb,1,47,10.26,8,8,2.2,0,11,2,5,608,0.8572,0.1099,0.8735,3,3,gpt-5.4-mini,4391,2520
s1__t1__gpt_5_4_mini__m7v2rb,1,48,8.66,8,0,2.2,0,11,2,5,686,2.2287,0.2227,0.8039,3,3,gpt-5.4-mini,4459,3372
s1__t1__gpt_5_4_mini__m7v2rb,1,49,8.66,8,0,2.2,0,11,2,5,608,0.8572,0.1099,0.8735,3,3,gpt-5.4-mini,5382,4239
s1__t1__gpt_5_4_mini__m7v2rb,1,50,11.06,9,7,2.2,0,11,2,5,601,1.1746,0.129,0.8637,3,3,gpt-5.4-mini,4181,5659
s1__t1__gpt_5_4_mini__m7v2rb,1,51,9.26,8,3,2.2,0,11,2,5,605,1.3312,0.1621,0.8217,3,3,gpt-5.4-mini,3623,2648
s1__t1__gpt_5_4_mini__m7v2rb,1,52,10.6,8,7,4,0,11,2,4,475,1.6458,0.2386,0.7587,3,3,gpt-5.4-mini,3389,2417
s1__t1__gpt_5_4_mini__m7v2rb,1,53,10.46,9,4,2.2,0,11,2,5,607,1.0961,0.1246,0.9105,3,3,gpt-5.4-mini,4740,2425
s1__t1__gpt_5_4_mini__m7v2rb,1,54,8.66,8,0,2.2,0,11,2,5,607,1.0961,0.1246,0.9105,3,3,gpt-5.4-mini,3919,2893
s1__t1__gpt_5_4_mini__m7v2rb,1,55,9.66,8,5,2.2,0,11,2,5,614,1.0392,0.1187,0.8934,3,3,gpt-5.4-mini,4042,2291
s1__t1__gpt_5_4_mini__m7v2rb,1,56,11.06,9,7,2.2,0,11,2,5,612,1.3609,0.1572,0.8554,3,3,gpt-5.4-mini,4185,2151
s1__t1__gpt_5_4_mini__m7v2rb,1,57,10.06,8,7,2.2,0,11,2,5,617,1.4844,0.181,0.8011,3,3,gpt-5.4-mini,3813,2388
s1__t1__gpt_5_4_mini__m7v2rb,1,58,10.66,9,5,2.2,0,11,2,5,604,1.6957,0.2067,0.746,3,3,gpt-5.4-mini,4144,1998
s1__t1__gpt_5_4_mini__m7v2rb,1,59,9.66,8,5,2.2,0,11,2,5,608,1.6422,0.1881,0.7583,3,3,gpt-5.4-mini,3952,2471
s1__t1__gpt_5_4_mini__m7v2rb,1,60,11.06,9,7,2.2,0,11,2,5,618,1.8019,0.2069,0.8244,3,3,gpt-5.4-mini,3834,2348
