condition_id,type,model,taste,seed_label,attempt_index,distinct_commands,nesting_depth,code_length,parsimony_score,spatial_entropy,fill_ratio,symmetry_score,bounding_box_coverage,latency_ms,xm_gemini_3_flash_preview_aesthetic,xm_gemini_3_flash_preview_novelty,xm_gpt_5_4_nano_aesthetic,xm_gpt_5_4_nano_novelty
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,5,10,1,542,0.5999999999999996,2.1429,0.3714,0.7918,0.5737,2766,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,6,10,2,882,0,0.2053,0.0139,0.9907,0.144,3543,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,7,9,1,218,5.2,2.265,0.599,0.9149,0.7598,2356,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,8,10,1,396,0,1.0281,0.0109,0.9946,0.3391,2007,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,9,11,2,585,0,0.6433,0.0362,0.9698,0.5223,2755,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,0,10,2,1116,0,1.6511,0.053,0.9489,0.4381,3872,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,1,10,1,265,3.8,2.1017,0.3795,0.771,0.6456,2626,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,2,10,1,420,1.1999999999999993,1.1878,0.0571,0.9751,0.4128,2479,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,3,10,2,504,0,2.5827,0.5546,0.8004,0.7356,2710,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,4,10,2,589,0,2.2445,0.247,0.9766,0.7744,3230,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,5,10,1,482,0,1.5769,0.0682,0.9599,0.5648,2666,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,6,11,2,760,0,0.3702,0.0338,0.9952,0.7643,2979,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,7,10,2,912,0,0.1656,0.019,0.9904,0.7406,4355,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,8,9,1,406,0.8000000000000007,1.3611,0.1905,0.7879,0.454,2523,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,9,10,3,715,0,0.4386,0.0145,0.991,0.0645,3303,,,,
