condition_id,type,model,taste,seed_label,attempt_index,distinct_commands,nesting_depth,code_length,parsimony_score,spatial_entropy,fill_ratio,symmetry_score,bounding_box_coverage,latency_ms,xm_gemini_3_flash_preview_aesthetic,xm_gemini_3_flash_preview_novelty,xm_gpt_5_4_nano_aesthetic,xm_gpt_5_4_nano_novelty
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,3,10,2,1469,0,0.4845,0.0044,0.9989,0.0032,4861,1,1,1,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,4,11,1,1083,0,0.4564,0.012,0.9859,0.1794,4380,2,1,2,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,5,11,2,1876,0,0.5127,0.0063,0.9956,0.1073,5923,3,4,4,3
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,6,13,2,918,0,1.1412,0.019,0.9749,0.7111,3791,2,2,6,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,7,10,2,207,4.8,2.5711,0.4623,0.8087,0.7741,1586,7,4,8,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,8,12,1,629,0,0.3479,0.008,0.9955,0.1203,3217,2,1,2,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,9,10,3,588,0,0.7984,0.053,0.9537,0.2338,2450,3,3,4,5
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,0,11,2,989,0,0.4036,0.0043,0.998,0.39,3651,1,1,5,3
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,1,10,2,280,4,1.4753,0.1175,0.8675,0.6879,1486,5,4,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,2,10,3,1724,0,0.2053,0.0181,0.9872,0.2604,5346,4,5,4,3
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,3,12,1,840,5.8,1.5733,0.0442,0.9999,0.4428,3613,3,2,3,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,4,12,2,1023,0,1.2013,0.0257,0.9751,0.7171,3612,4,5,6,5
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,5,11,1,790,0,0.0659,0.0003,0.9996,0.2413,2970,1,1,1,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,6,10,2,1210,0,1.2802,0.0596,0.9462,0.553,4127,5,4,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,7,10,1,1229,0,2.5752,0.3912,0.8178,0.7699,3872,7,6,8,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,8,12,1,326,1.1999999999999993,0.0369,0.0049,0.9942,0.2425,1783,2,2,1,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,9,10,1,740,0,1.4688,0.0177,0.9889,0.6507,3385,3,2,6,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,0,10,1,458,3.5999999999999996,0.1474,0.0004,0.9996,0.4484,2331,1,1,1,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,1,10,1,256,3.8,1.9331,0.199,0.8697,0.6122,1900,5,4,6,5
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,2,10,2,880,0,1.3579,0.0181,0.9902,0.7662,3524,2,1,6,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,3,10,2,467,1.5999999999999996,0.7252,0.002,0.9976,0.6311,2825,3,2,4,3
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,4,11,2,1590,0,1.1121,0.1097,0.925,0.723,4596,6,7,5,4
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,5,10,1,428,0,0.3751,0.0049,0.9941,0.0347,1991,1,1,2,1
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,6,11,2,289,1.8000000000000007,1.1305,0.0699,0.9521,0.7713,1950,4,3,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,7,10,3,1076,0,0.0737,0.0009,0.999,0.525,3714,1,1,1,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,8,11,2,927,0,0.5134,0.0043,0.997,0.761,3158,2,2,2,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,In the style of Bridget Riley,Line,9,13,2,569,0,0.5294,0.0134,0.9796,0.495,3000,2,2,3,2
