condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t1__gpt_5_4_mini__m5v2db,0,14,9,8,2,4,0,0,91,2.579,0.4011,0.9378,3,3,gpt-5.4-mini,1025,2187
s1__t1__gpt_5_4_mini__m5v2db,0,15,9,8,2,4,0,0,91,2.5838,0.404,0.9337,3,3,gpt-5.4-mini,888,2002
s1__t1__gpt_5_4_mini__m5v2db,1,1,10,9,2,6,0,1,55,2.1766,0.2041,0.9949,3,3,gpt-5.4-mini,911,2016
s1__t1__gpt_5_4_mini__m5v2db,1,2,12,9,6,7,0,1,66,2.1598,0.1608,0.9722,3,3,gpt-5.4-mini,858,2079
s1__t1__gpt_5_4_mini__m5v2db,1,3,8.5,8,1,7,0,1,66,2.1931,0.1639,0.9854,3,3,gpt-5.4-mini,753,1896
s1__t1__gpt_5_4_mini__m5v2db,1,4,13,9,8,7,0,2,100,2.2201,0.2446,0.8953,3,3,gpt-5.4-mini,905,2018
s1__t1__gpt_5_4_mini__m5v2db,1,5,12,9,6,7,0,3,148,2.1374,0.2304,0.8313,3,3,gpt-5.4-mini,2479,2365
s1__t1__gpt_5_4_mini__m5v2db,1,6,10,8,4,8,0,4,245,2.2195,0.2223,0.7956,3,3,gpt-5.4-mini,1662,1963
s1__t1__gpt_5_4_mini__m5v2db,1,7,10.5,8,5,8,0,4,246,2.1171,0.2193,0.8216,3,3,gpt-5.4-mini,1526,2092
s1__t1__gpt_5_4_mini__m5v2db,1,8,10,8,4,8,0,4,261,2.1124,0.2165,0.8143,3,3,gpt-5.4-mini,1758,1976
s1__t1__gpt_5_4_mini__m5v2db,1,9,8,8,0,8,0,4,261,2.1124,0.2165,0.8143,3,3,gpt-5.4-mini,2919,2024
s1__t1__gpt_5_4_mini__m5v2db,1,10,7,7,0,8,0,4,261,2.1124,0.2165,0.8143,3,3,gpt-5.4-mini,1715,1995
s1__t1__gpt_5_4_mini__m5v2db,1,11,12.5,9,7,8,0,4,261,2.3861,0.2084,0.8251,3,3,gpt-5.4-mini,1429,2390
s1__t1__gpt_5_4_mini__m5v2db,1,12,8.5,7,3,8,0,4,261,2.3181,0.2216,0.8361,3,3,gpt-5.4-mini,2904,2068
s1__t1__gpt_5_4_mini__m5v2db,1,13,11,9,4,8,0,4,259,2.3182,0.219,0.7937,3,3,gpt-5.4-mini,1920,2214
s1__t1__gpt_5_4_mini__m5v2db,1,14,11,9,4,8,0,4,260,2.2489,0.2208,0.7968,3,3,gpt-5.4-mini,1720,2364
s1__t1__gpt_5_4_mini__m5v2db,1,15,9,8,2,8,0,4,260,2.2459,0.2182,0.8039,3,3,gpt-5.4-mini,1773,2375
s1__t1__gpt_5_4_mini__m5v2db,2,1,9,9,0,2,0,0,25,2.224,0.2273,0.994,3,3,gpt-5.4-mini,1310,2358
s1__t1__gpt_5_4_mini__m5v2db,2,2,9.5,7,5,5,0,0,48,1.7982,0.1071,0.8568,3,3,gpt-5.4-mini,828,2265
s1__t1__gpt_5_4_mini__m5v2db,2,3,12.5,9,7,5,0,0,48,2.4617,0.2897,0.9582,3,3,gpt-5.4-mini,952,2165
s1__t1__gpt_5_4_mini__m5v2db,2,4,9.5,6,7,5,0,0,47,1.9005,0.1441,0.9891,3,3,gpt-5.4-mini,769,2119
s1__t1__gpt_5_4_mini__m5v2db,2,5,12.5,9,7,5,0,0,46,2.093,0.1686,0.796,3,3,gpt-5.4-mini,860,2192
s1__t1__gpt_5_4_mini__m5v2db,2,6,12.5,9,7,5,0,0,45,2.4433,0.4579,0.8812,3,3,gpt-5.4-mini,894,2173
s1__t1__gpt_5_4_mini__m5v2db,2,7,12,9,6,5,0,0,45,2.5252,0.3599,0.9877,3,3,gpt-5.4-mini,889,2320
s1__t1__gpt_5_4_mini__m5v2db,2,8,10.5,7,7,5,0,0,45,2.4621,0.3648,0.824,3,3,gpt-5.4-mini,945,2329
s1__t1__gpt_5_4_mini__m5v2db,2,9,10,7,6,5,0,0,45,2.1408,0.1861,0.7806,3,3,gpt-5.4-mini,787,2065
s1__t1__gpt_5_4_mini__m5v2db,2,10,12.5,9,7,5,0,0,55,2.4721,0.3614,0.992,3,3,gpt-5.4-mini,1097,2260
s1__t1__gpt_5_4_mini__m5v2db,2,11,11,9,4,5,0,0,55,2.6043,0.4698,0.7869,3,3,gpt-5.4-mini,778,2274
s1__t1__gpt_5_4_mini__m5v2db,2,12,11.5,9,5,5,0,0,55,2.6123,0.473,0.7871,3,3,gpt-5.4-mini,784,1885
s1__t1__gpt_5_4_mini__m5v2db,2,13,9.5,6,7,5,0,0,55,2.4157,0.4109,0.8988,3,3,gpt-5.4-mini,1004,2436
s1__t1__gpt_5_4_mini__m5v2db,2,14,12.5,9,7,5,0,0,55,2.614,0.4687,0.7869,3,3,gpt-5.4-mini,1008,2283
s1__t1__gpt_5_4_mini__m5v2db,2,15,10,8,4,5,0,0,57,2.4995,0.5085,0.8417,3,3,gpt-5.4-mini,885,2119
s1__t1__gpt_5_4_mini__m5v2rb,0,1,9,9,0,2,0,0,25,2.224,0.2273,0.994,3,3,gpt-5.4-mini,964,3701
s1__t1__gpt_5_4_mini__m5v2rb,0,2,8,8,0,2,0,0,25,2.224,0.2273,0.994,3,3,gpt-5.4-mini,757,3679
s1__t1__gpt_5_4_mini__m5v2rb,0,3,6.97,6,5,3,0,0,38,1.2733,0.0354,0.9645,3,3,gpt-5.4-mini,785,2135
s1__t1__gpt_5_4_mini__m5v2rb,0,4,5.042999999999999,4,7,3,0,0,38,1.3425,0.0205,0.9991,3,3,gpt-5.4-mini,864,1989
s1__t1__gpt_5_4_mini__m5v2rb,0,5,6.387799999999999,7,5,3,0,0,38,1.258,0.0227,0.9724,3,3,gpt-5.4-mini,998,2693
s1__t1__gpt_5_4_mini__m5v2rb,0,6,7,7,0,3,0,0,38,1.258,0.0227,0.9724,3,3,gpt-5.4-mini,850,2065
s1__t1__gpt_5_4_mini__m5v2rb,0,7,11,9,4,3,0,0,38,1.3836,0.0282,0.9892,3,3,gpt-5.4-mini,845,1949
s1__t1__gpt_5_4_mini__m5v2rb,0,8,4.521217599999999,8,4,3,0,0,37,1.2871,0.0217,0.999,3,3,gpt-5.4-mini,635,2391
s1__t1__gpt_5_4_mini__m5v2rb,0,9,5.237995999999999,8,3,3,0,0,38,1.2549,0.0243,0.9987,3,3,gpt-5.4-mini,927,2327
s1__t1__gpt_5_4_mini__m5v2rb,0,10,7.789999999999999,7,5,3,0,0,37,1.3439,0.0181,0.999,3,3,gpt-5.4-mini,779,2954
s1__t1__gpt_5_4_mini__m5v2rb,0,11,13,9,8,3,0,0,48,2.3945,0.2517,0.9232,3,3,gpt-5.4-mini,2034,2029
s1__t1__gpt_5_4_mini__m5v2rb,0,12,9,9,0,3,0,0,48,2.3945,0.2517,0.9232,3,3,gpt-5.4-mini,897,2577
s1__t1__gpt_5_4_mini__m5v2rb,0,13,4.962311999999999,8,2,3,0,0,37,1.3609,0.0195,0.999,3,3,gpt-5.4-mini,891,2188
s1__t1__gpt_5_4_mini__m5v2rb,0,14,6.387799999999999,6,7,3,0,0,60,1.1797,0.071,0.9779,3,3,gpt-5.4-mini,1216,2152
s1__t1__gpt_5_4_mini__m5v2rb,0,15,8.2,8,4,3,0,0,37,1.1749,0.0499,0.9942,3,3,gpt-5.4-mini,777,2236
s1__t1__gpt_5_4_mini__m5v2rb,1,1,9.5,8,3,7,0,1,66,2.2197,0.1787,0.8577,3,3,gpt-5.4-mini,968,1995
s1__t1__gpt_5_4_mini__m5v2rb,1,2,6.56,8,0,2,0,0,25,2.224,0.2273,0.994,3,3,gpt-5.4-mini,923,1659
s1__t1__gpt_5_4_mini__m5v2rb,1,3,9,7,4,2,0,0,25,2.1746,0.168,0.995,3,3,gpt-5.4-mini,814,1963
s1__t1__gpt_5_4_mini__m5v2rb,1,4,7.38,6,6,2,0,0,25,1.9932,0.1085,0.8577,3,3,gpt-5.4-mini,787,1993
s1__t1__gpt_5_4_mini__m5v2rb,1,5,10.66,9,8,2,0,0,25,2.5327,0.3793,0.7691,3,3,gpt-5.4-mini,2180,3476
s1__t1__gpt_5_4_mini__m5v2rb,1,6,11,8,6,2,0,0,50,2.6092,0.4839,0.8415,3,3,gpt-5.4-mini,719,3313
s1__t1__gpt_5_4_mini__m5v2rb,1,7,3.859575999999999,7,0,2,0,0,25,2.1746,0.168,0.995,3,3,gpt-5.4-mini,948,1870
s1__t1__gpt_5_4_mini__m5v2rb,1,8,12.5,9,7,3,0,0,103,2.3,0.5097,0.9104,3,3,gpt-5.4-mini,1087,2190
s1__t1__gpt_5_4_mini__m5v2rb,1,9,8,8,0,3,0,0,103,2.3,0.5097,0.9104,3,3,gpt-5.4-mini,1380,2143
s1__t1__gpt_5_4_mini__m5v2rb,1,10,6.723999999999998,8,4,4,0,1,114,2.3614,0.5197,0.877,3,3,gpt-5.4-mini,978,2166
s1__t1__gpt_5_4_mini__m5v2rb,1,11,6.56,8,0,3,0,0,103,2.3,0.5097,0.9104,3,3,gpt-5.4-mini,839,3420
s1__t1__gpt_5_4_mini__m5v2rb,1,12,8,7,2,4,0,2,126,2.3067,0.5097,0.8938,3,3,gpt-5.4-mini,1126,1737
s1__t1__gpt_5_4_mini__m5v2rb,1,13,6.340731999999998,9,5,3,0,0,128,2.2805,0.4847,0.9174,3,3,gpt-5.4-mini,1100,2163
s1__t1__gpt_5_4_mini__m5v2rb,1,14,6.065047999999998,9,4,4,0,1,114,2.3567,0.5041,0.8861,3,3,gpt-5.4-mini,1119,2273
s1__t1__gpt_5_4_mini__m5v2rb,1,15,6.387799999999999,8,3,4,0,2,126,2.4504,0.4814,0.8836,3,3,gpt-5.4-mini,1568,1900
s1__t1__gpt_5_4_mini__m5v2rb,2,1,9,9,0,2,0,0,25,2.224,0.2273,0.994,3,3,gpt-5.4-mini,2402,2330
s1__t1__gpt_5_4_mini__m5v2rb,2,2,12.5,9,7,2,0,0,24,2.7001,0.3997,0.9926,3,3,gpt-5.4-mini,740,1953
s1__t1__gpt_5_4_mini__m5v2rb,2,3,9,7,4,2,0,0,24,2.3569,0.287,0.7302,3,3,gpt-5.4-mini,720,2063
s1__t1__gpt_5_4_mini__m5v2rb,2,4,5.379199999999999,8,0,2,0,0,25,2.224,0.2273,0.994,3,3,gpt-5.4-mini,650,1956
s1__t1__gpt_5_4_mini__m5v2rb,2,5,9.84,9,6,2,0,0,25,2.5301,0.5259,0.9931,3,3,gpt-5.4-mini,665,1967
s1__t1__gpt_5_4_mini__m5v2rb,2,6,10,8,4,2,0,0,25,2.4673,0.4892,0.9086,3,3,gpt-5.4-mini,2355,1779
s1__t1__gpt_5_4_mini__m5v2rb,2,7,3.522028510399999,9,1,2,0,0,24,2.4217,0.3931,0.9921,3,3,gpt-5.4-mini,1891,2116
s1__t1__gpt_5_4_mini__m5v2rb,2,8,7.060199999999999,7,7,2,0,0,25,2.0545,0.3962,0.7074,3,3,gpt-5.4-mini,883,2554
s1__t1__gpt_5_4_mini__m5v2rb,2,9,7.38,8,2,3,0,0,29,2.4897,0.3931,0.9896,3,3,gpt-5.4-mini,824,2070
s1__t1__gpt_5_4_mini__m5v2rb,2,10,9,9,0,3,0,0,29,2.4897,0.3931,0.9896,3,3,gpt-5.4-mini,965,2230
s1__t1__gpt_5_4_mini__m5v2rb,2,11,5.237995999999999,6,7,2,0,0,29,2.5989,0.3858,0.9292,3,3,gpt-5.4-mini,782,1971
s1__t1__gpt_5_4_mini__m5v2rb,2,12,8.61,8,5,3,0,0,30,2.4651,0.3648,0.9931,3,3,gpt-5.4-mini,709,2179
s1__t1__gpt_5_4_mini__m5v2rb,2,13,8,8,0,3,0,0,30,2.4651,0.3648,0.9931,3,3,gpt-5.4-mini,831,2136
s1__t1__gpt_5_4_mini__m5v2rb,2,14,11.5,9,5,3,0,0,32,2.6004,0.4341,0.9918,3,3,gpt-5.4-mini,1342,2317
s1__t1__gpt_5_4_mini__m5v2rb,2,15,6.723999999999998,7,6,3,0,0,30,2.47,0.2934,0.7243,3,3,gpt-5.4-mini,776,2100
s1__t2__gpt_5_4_mini__m5v2db,0,1,7,5,4,2,0,0,24,2.2722,0.2573,0.9922,3,3,gpt-5.4-mini,775,1954
s1__t2__gpt_5_4_mini__m5v2db,0,2,11,8,6,2,0,0,23,1.9015,0.5703,0.9745,3,3,gpt-5.4-mini,672,1841
s1__t2__gpt_5_4_mini__m5v2db,0,3,11,7,8,3,0,0,35,2.0838,0.383,0.9937,3,3,gpt-5.4-mini,782,2441
s1__t2__gpt_5_4_mini__m5v2db,0,4,8.5,6,5,3,0,0,35,2.3411,0.3306,0.8565,3,3,gpt-5.4-mini,972,2321
s1__t2__gpt_5_4_mini__m5v2db,0,5,10.5,7,7,3,0,0,47,1.9882,0.3733,0.9287,3,3,gpt-5.4-mini,1301,1895
s1__t2__gpt_5_4_mini__m5v2db,0,6,11,8,6,3,0,0,47,1.9375,0.2986,0.9449,3,3,gpt-5.4-mini,963,2191
s1__t2__gpt_5_4_mini__m5v2db,0,7,8,8,0,3,0,0,47,1.9375,0.2986,0.9449,3,3,gpt-5.4-mini,817,2170
s1__t2__gpt_5_4_mini__m5v2db,0,8,10.5,8,5,3,0,0,47,1.8868,0.4737,0.959,3,3,gpt-5.4-mini,889,2460
s1__t2__gpt_5_4_mini__m5v2db,0,9,10,8,4,3,0,0,47,1.9162,0.4571,0.9576,3,3,gpt-5.4-mini,847,2371
s1__t2__gpt_5_4_mini__m5v2db,0,10,8.5,5,7,3,0,0,59,2.2533,0.5175,0.911,3,3,gpt-5.4-mini,909,2251
s1__t2__gpt_5_4_mini__m5v2db,0,11,13,9,8,3,0,0,61,2.347,0.513,0.866,3,3,gpt-5.4-mini,852,2090
s1__t2__gpt_5_4_mini__m5v2db,0,12,8.5,6,5,3,0,0,61,2.0633,0.5621,0.9056,3,3,gpt-5.4-mini,826,1917
s1__t2__gpt_5_4_mini__m5v2db,0,13,9.5,8,3,3,0,0,59,2.275,0.5461,0.9697,3,3,gpt-5.4-mini,884,1965
s1__t2__gpt_5_4_mini__m5v2db,0,14,9.5,8,3,3,0,0,59,2.3618,0.5506,0.8542,3,3,gpt-5.4-mini,1061,2766
s1__t2__gpt_5_4_mini__m5v2db,0,15,3.5,3,1,3,0,0,59,2.389,0.5497,0.8487,3,3,gpt-5.4-mini,809,2706
s1__t2__gpt_5_4_mini__m5v2db,1,1,6,3,6,2,0,0,24,2.0017,0.1131,0.8579,3,3,gpt-5.4-mini,802,1914
s1__t2__gpt_5_4_mini__m5v2db,1,2,8.5,4,9,3,0,0,33,2.4711,0.517,0.9672,3,3,gpt-5.4-mini,671,1713
s1__t2__gpt_5_4_mini__m5v2db,1,3,8,8,0,3,0,0,33,2.4711,0.517,0.9672,3,3,gpt-5.4-mini,996,2362
s1__t2__gpt_5_4_mini__m5v2db,1,4,8,5,6,3,0,0,33,1.8712,0.5371,0.8053,3,3,gpt-5.4-mini,1009,1970
s1__t2__gpt_5_4_mini__m5v2db,1,5,10,6,8,3,0,0,33,1.9046,0.6163,0.9382,3,3,gpt-5.4-mini,735,2370
s1__t2__gpt_5_4_mini__m5v2db,1,6,9,7,4,3,0,0,33,2.1586,0.5709,0.9931,3,3,gpt-5.4-mini,740,2337
s1__t2__gpt_5_4_mini__m5v2db,1,7,10,8,4,3,0,0,37,1.7815,0.6241,0.9432,3,3,gpt-5.4-mini,938,2217
s1__t2__gpt_5_4_mini__m5v2db,1,8,9,6,6,3,0,0,37,1.811,0.6289,0.9771,3,3,gpt-5.4-mini,927,2410
s1__t2__gpt_5_4_mini__m5v2db,1,9,10.5,7,7,3,0,0,37,2.5167,0.5006,0.785,3,3,gpt-5.4-mini,3260,1976
s1__t2__gpt_5_4_mini__m5v2db,1,10,11,8,6,3,0,0,37,2.0045,0.599,0.9366,3,3,gpt-5.4-mini,923,2141
s1__t2__gpt_5_4_mini__m5v2db,1,11,6.5,4,5,3,0,0,37,1.6742,0.628,0.9692,3,3,gpt-5.4-mini,853,2250
s1__t2__gpt_5_4_mini__m5v2db,1,12,8.5,5,7,3,0,0,53,2.1828,0.5725,0.9026,3,3,gpt-5.4-mini,890,2178
s1__t2__gpt_5_4_mini__m5v2db,1,13,9.5,7,5,3,0,0,95,2.1879,0.4566,0.803,3,3,gpt-5.4-mini,1088,2559
s1__t2__gpt_5_4_mini__m5v2db,1,14,11.5,8,7,3,0,0,113,1.0676,0.0283,0.961,3,3,gpt-5.4-mini,1267,2108
s1__t2__gpt_5_4_mini__m5v2db,1,15,9,8,2,3,0,0,115,1.0093,0.0246,0.9666,3,3,gpt-5.4-mini,1189,1948
s1__t2__gpt_5_4_mini__m5v2db,2,1,7.5,4,7,2,0,0,25,2.2396,0.2454,0.9355,3,3,gpt-5.4-mini,684,2046
s1__t2__gpt_5_4_mini__m5v2db,2,2,7.5,4,7,2,0,0,49,2.3935,0.2757,0.9803,3,3,gpt-5.4-mini,2285,2179
s1__t2__gpt_5_4_mini__m5v2db,2,3,7,3,8,2,0,0,74,1.9226,0.1359,0.8344,3,3,gpt-5.4-mini,1030,2164
s1__t2__gpt_5_4_mini__m5v2db,2,4,6.5,4,5,4,0,3,111,2.3238,0.2679,0.9094,3,3,gpt-5.4-mini,1146,1906
s1__t2__gpt_5_4_mini__m5v2db,2,5,7.5,5,5,4,0,3,111,2.5261,0.2651,0.7308,3,3,gpt-5.4-mini,1013,2509
s1__t2__gpt_5_4_mini__m5v2db,2,6,7,3,8,4,0,3,111,2.2274,0.2532,0.707,3,3,gpt-5.4-mini,1030,2154
s1__t2__gpt_5_4_mini__m5v2db,2,7,5,2,6,4,0,3,111,1.3614,0.0756,0.8961,3,3,gpt-5.4-mini,957,2249
s1__t2__gpt_5_4_mini__m5v2db,2,8,8,5,6,4,0,3,111,2.3832,0.278,0.9252,3,3,gpt-5.4-mini,905,2312
s1__t2__gpt_5_4_mini__m5v2db,2,9,8.5,6,5,4,0,3,117,2.3762,0.274,0.9333,3,3,gpt-5.4-mini,1102,1941
s1__t2__gpt_5_4_mini__m5v2db,2,10,6.5,4,5,4,0,3,117,2.4395,0.2619,0.9487,3,3,gpt-5.4-mini,1119,3612
s1__t2__gpt_5_4_mini__m5v2db,2,11,3.5,3,1,4,0,3,117,2.4357,0.2622,0.9482,3,3,gpt-5.4-mini,1132,3731
s1__t2__gpt_5_4_mini__m5v2db,2,12,6.5,3,7,4,0,3,141,2.065,0.1857,0.7761,3,3,gpt-5.4-mini,1344,1938
s1__t2__gpt_5_4_mini__m5v2db,2,13,6,3,6,4,0,3,142,1.8112,0.1384,0.855,3,3,gpt-5.4-mini,1249,1913
s1__t2__gpt_5_4_mini__m5v2db,2,14,9,5,8,4,0,3,144,1.9792,0.1735,0.8231,3,3,gpt-5.4-mini,1298,2546
s1__t2__gpt_5_4_mini__m5v2db,2,15,9.5,6,7,4,0,3,144,1.8656,0.175,0.814,3,3,gpt-5.4-mini,1268,1927
s1__t2__gpt_5_4_mini__m5v2rb,0,1,5,2,6,2,0,0,24,2.0168,0.1244,0.8441,3,3,gpt-5.4-mini,1063,1859
s1__t2__gpt_5_4_mini__m5v2rb,0,2,2,2,0,2,0,0,24,2.0168,0.1244,0.8441,3,3,gpt-5.4-mini,1013,2960
s1__t2__gpt_5_4_mini__m5v2rb,0,3,6,3,6,2,0,0,24,2.5298,0.3393,0.762,3,3,gpt-5.4-mini,763,2229
s1__t2__gpt_5_4_mini__m5v2rb,0,4,6.1499999999999995,4,7,2,0,0,24,2.5277,0.33,0.7296,3,3,gpt-5.4-mini,1030,2032
s1__t2__gpt_5_4_mini__m5v2rb,0,5,8.5,8,1,3,0,0,32,1.2781,0.035,0.9992,3,3,gpt-5.4-mini,1237,2184
s1__t2__gpt_5_4_mini__m5v2rb,0,6,2.5,2,1,3,0,0,32,1.2768,0.0316,0.999,3,3,gpt-5.4-mini,727,1836
s1__t2__gpt_5_4_mini__m5v2rb,0,7,8.0688,8,8,3,0,0,32,1.2781,0.0351,0.9992,3,3,gpt-5.4-mini,852,2110
s1__t2__gpt_5_4_mini__m5v2rb,0,8,4.5,4,1,3,0,0,32,1.2723,0.036,0.9981,3,3,gpt-5.4-mini,739,1922
s1__t2__gpt_5_4_mini__m5v2rb,0,9,2.5,2,1,3,0,0,36,1.2918,0.0354,0.9991,3,3,gpt-5.4-mini,750,2063
s1__t2__gpt_5_4_mini__m5v2rb,0,10,13,9,8,3,0,0,78,1.0349,0.015,0.9823,3,3,gpt-5.4-mini,995,2140
s1__t2__gpt_5_4_mini__m5v2rb,0,11,11.5,9,5,3,0,0,78,1.1922,0.0197,0.9773,3,3,gpt-5.4-mini,1059,2395
s1__t2__gpt_5_4_mini__m5v2rb,0,12,8,8,0,3,0,0,78,1.1922,0.0197,0.9773,3,3,gpt-5.4-mini,1012,2267
s1__t2__gpt_5_4_mini__m5v2rb,0,13,8,8,0,3,0,0,78,1.1922,0.0197,0.9773,3,3,gpt-5.4-mini,1045,2003
s1__t2__gpt_5_4_mini__m5v2rb,0,14,6.97,8,1,3,0,0,78,1.2738,0.0197,0.9772,3,3,gpt-5.4-mini,1356,1778
s1__t2__gpt_5_4_mini__m5v2rb,0,15,10.5,9,3,3,0,0,99,1.4464,0.0299,0.9617,3,3,gpt-5.4-mini,1172,2108
s1__t2__gpt_5_4_mini__m5v2rb,1,1,6.5,5,3,2,0,0,24,2.3425,0.25,0.953,3,3,gpt-5.4-mini,770,2695
s1__t2__gpt_5_4_mini__m5v2rb,1,2,7,3,8,3,0,0,31,1.2576,0.0327,0.9984,3,3,gpt-5.4-mini,792,2322
s1__t2__gpt_5_4_mini__m5v2rb,1,3,5.739999999999999,3,8,3,0,0,42,1.2618,0.0384,0.9968,3,3,gpt-5.4-mini,921,2243
s1__t2__gpt_5_4_mini__m5v2rb,1,4,2.5,2,1,3,0,0,42,1.2901,0.0443,0.9973,3,3,gpt-5.4-mini,2165,1857
s1__t2__gpt_5_4_mini__m5v2rb,1,5,2.5,2,1,3,0,0,43,1.3609,0.0483,0.9983,3,3,gpt-5.4-mini,835,2142
s1__t2__gpt_5_4_mini__m5v2rb,1,6,4.5,4,1,3,0,0,42,1.2737,0.0399,0.9985,3,3,gpt-5.4-mini,912,2050
s1__t2__gpt_5_4_mini__m5v2rb,1,7,2,2,0,3,0,0,42,1.2737,0.0399,0.9985,3,3,gpt-5.4-mini,837,2062
s1__t2__gpt_5_4_mini__m5v2rb,1,8,10.5,8,5,3,0,0,65,1.9096,0.1477,0.914,3,3,gpt-5.4-mini,1068,2392
s1__t2__gpt_5_4_mini__m5v2rb,1,9,4.92,6,0,3,0,0,42,1.2737,0.0399,0.9985,3,3,gpt-5.4-mini,1273,2168
s1__t2__gpt_5_4_mini__m5v2rb,1,10,9,6,6,3,0,0,60,1.7584,0.0628,0.938,3,3,gpt-5.4-mini,865,3343
s1__t2__gpt_5_4_mini__m5v2rb,1,11,8.5,6,5,3,0,0,95,1.7766,0.0563,0.937,3,3,gpt-5.4-mini,1124,2335
s1__t2__gpt_5_4_mini__m5v2rb,1,12,11,8,6,3,0,0,155,2.0836,0.1215,0.8966,3,3,gpt-5.4-mini,1505,1937
s1__t2__gpt_5_4_mini__m5v2rb,1,13,9.5,6,7,3,0,0,159,2.5938,0.2641,0.8401,3,3,gpt-5.4-mini,1218,1956
s1__t2__gpt_5_4_mini__m5v2rb,1,14,4.0344,6,0,3,0,0,95,1.7766,0.0563,0.937,3,3,gpt-5.4-mini,1479,1841
s1__t2__gpt_5_4_mini__m5v2rb,1,15,6.56,8,0,3,0,0,159,2.5938,0.2641,0.8401,3,3,gpt-5.4-mini,1249,2002
s1__t2__gpt_5_4_mini__m5v2rb,2,1,4.5,3,3,7,0,1,64,2.3229,0.2251,0.964,3,3,gpt-5.4-mini,1060,2339
s1__t2__gpt_5_4_mini__m5v2rb,2,2,10.5,7,7,6,0,1,60,1.2826,0.0405,0.9983,3,3,gpt-5.4-mini,1150,2339
s1__t2__gpt_5_4_mini__m5v2rb,2,3,8.61,7,7,6,0,1,60,1.2723,0.0327,0.9987,3,3,gpt-5.4-mini,1198,2188
s1__t2__gpt_5_4_mini__m5v2rb,2,4,2,2,0,7,0,1,109,1.2802,0.0329,0.9988,3,3,gpt-5.4-mini,1229,2237
s1__t2__gpt_5_4_mini__m5v2rb,2,5,5.789363999999998,7,7,6,0,1,60,1.2723,0.0327,0.9987,3,3,gpt-5.4-mini,2584,2079
s1__t2__gpt_5_4_mini__m5v2rb,2,6,4,4,0,6,0,1,60,1.2723,0.0327,0.9987,3,3,gpt-5.4-mini,960,2033
s1__t2__gpt_5_4_mini__m5v2rb,2,7,2.5,2,1,6,0,1,62,1.2674,0.0345,0.9989,3,3,gpt-5.4-mini,2253,2115
s1__t2__gpt_5_4_mini__m5v2rb,2,8,8.5,7,3,6,0,1,75,1.4287,0.0294,0.9586,3,3,gpt-5.4-mini,1073,2207
s1__t2__gpt_5_4_mini__m5v2rb,2,9,5,5,0,6,0,1,75,1.4287,0.0294,0.9586,3,3,gpt-5.4-mini,1269,3583
s1__t2__gpt_5_4_mini__m5v2rb,2,10,7.5,5,5,6,0,1,95,0.7725,0.0104,0.9846,3,3,gpt-5.4-mini,1258,2281
s1__t2__gpt_5_4_mini__m5v2rb,2,11,4.92,6,0,6,0,1,75,1.4287,0.0294,0.9586,3,3,gpt-5.4-mini,1050,2014
