condition_id,type,model,taste,seed_label,attempt_index,distinct_commands,nesting_depth,code_length,parsimony_score,spatial_entropy,fill_ratio,symmetry_score,bounding_box_coverage,latency_ms,xm_gemini_3_flash_preview_aesthetic,xm_gemini_3_flash_preview_novelty,xm_gpt_5_4_nano_aesthetic,xm_gpt_5_4_nano_novelty
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,6,12,1,1265,0,1.9188,0.2368,0.8612,0.54,5217,4,5,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,7,11,2,319,2.8,2.2114,0.2395,0.9874,0.7744,2052,4,3,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,8,12,1,1044,0,1.9425,0.2124,0.9035,0.6444,5530,5,6,8,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,9,12,1,837,0,1.0503,0.0783,0.9579,0.3964,3742,4,5,6,5
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,0,12,2,470,0,2.2808,0.4012,0.9753,0.7744,2349,7,5,8,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,1,11,1,1929,0,1.138,0.0997,0.9287,0.4597,5776,6,5,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,2,12,1,973,0,2.4,0.4937,0.9338,0.7744,4284,6,5,8,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,3,12,1,434,1.5999999999999996,0.3356,0.0223,0.9741,0.2635,2490,4,5,4,3
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,4,11,1,689,0,0.9294,0.0913,0.9764,0.6453,2629,5,6,8,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,5,11,1,509,0,0.8508,0.2363,0.9495,0.7744,2937,7,5,8,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,6,14,1,706,0,0.8808,0.0392,0.9822,0.3558,3915,4,5,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,7,13,1,824,0,0.8534,0.0648,0.9874,0.4087,4285,4,5,6,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,8,13,2,1532,0,0.4932,0.0554,0.9878,0.3801,6684,6,6,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,9,11,1,1370,0,1.3087,0.1079,0.9544,0.5154,5958,4,5,7,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,0,11,1,640,0,1.2436,0.0467,0.9803,0.7744,3511,6,3,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,1,12,1,1111,0,1.7506,0.2836,0.8981,0.7204,5236,6,5,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,2,11,2,735,0,1.6021,0.2444,0.8956,0.6764,3731,5,5,8,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,3,12,2,555,0,0.6015,0.0305,0.9793,0.3404,2747,5,4,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,4,12,2,336,1.5999999999999996,0.9886,0.1466,0.8724,0.5755,3475,4,6,7,6
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,5,13,1,342,3.2,0.5528,0.0079,0.9904,0.4273,2652,2,1,3,2
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,6,11,1,875,0,2.5476,0.5963,0.9158,0.7567,4476,6,6,8,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,7,13,3,842,0,1.6624,0.1713,0.923,0.5035,3860,4,5,6,7
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,8,13,1,695,0,0.5939,0.0145,0.9944,0.3403,3878,4,5,4,5
t3__gpt_5_4_mini,single_edit,gpt-5.4-mini,Depth and layered transparency,Line,9,12,1,449,0,1.1396,0.0171,0.9854,0.7744,3125,5,3,7,4
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,0,11,2,896,0,1.6438,0.0708,0.9494,0.5242,4347,3,4,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,1,14,1,755,0,0.0369,0.0008,0.9998,0.3234,4103,1,2,1,1
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,2,11,2,727,0,1.0452,0.0555,0.9808,0.7385,3155,5,6,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,3,10,2,680,0,0.34,0.0544,0.9907,0.6111,3607,6,7,6,4
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,4,12,1,430,0,1.9141,0.3809,0.9999,0.7744,4364,2,1,7,3
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,5,12,2,3576,0,0.7825,0.0291,0.9695,0.6751,12065,3,4,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,6,12,2,817,0,0.0737,0.0046,0.998,0.2568,4431,2,1,3,2
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,7,12,1,542,0.1999999999999993,0.4074,0.0042,0.9985,0.0539,3387,1,1,2,3
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,8,11,1,965,0,0.647,0.0127,0.995,0.3542,5163,3,2,3,4
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,9,11,2,927,0,1.1428,0.0296,0.9893,0.7673,4368,4,5,6,4
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,0,13,2,894,0,1.0463,0.078,0.9451,0.7175,3727,4,5,6,7
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,1,12,2,1180,0,0.2993,0.0262,0.9902,0.4442,4380,3,4,6,7
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,2,11,2,1119,0,0.7879,0.0097,0.9943,0.3554,4555,3,4,5,4
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,3,12,2,839,0,1.115,0.0544,0.9382,0.6084,3967,4,5,6,7
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,4,13,2,548,0,0.6683,0.0117,0.9899,0.7744,3075,3,2,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,5,12,1,1024,0,0.6156,0.0041,0.9981,0.5808,4766,1,1,2,3
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,6,12,2,1190,0,1.2956,0.1296,0.8717,0.7214,4748,4,5,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,7,13,1,861,0,0.6095,0.0567,0.9811,0.4515,3620,4,5,7,8
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,8,15,2,2015,0,1.1094,0.1041,0.9693,0.6923,6888,3,4,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,9,12,2,1685,0,0.2338,0.0097,0.9944,0.328,5677,3,4,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,0,11,2,852,0,1.6908,0.0594,0.9508,0.6461,3266,6,7,8,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,1,12,2,1024,0.5999999999999996,1.3614,0.0444,0.9869,0.6015,3951,5,6,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,2,10,2,939,0,2.1163,0.4098,0.9527,0.7396,4576,6,5,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,3,13,2,1034,0,0.6592,0.0248,0.9858,0.6913,4730,4,5,4,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,4,13,2,567,0,0.3263,0.0038,0.9998,0.2819,3524,2,1,3,2
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,5,14,1,683,0,0.4074,0.004,0.9987,0.3112,3483,2,1,3,2
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,6,11,2,704,0,2.5669,0.3034,0.9341,0.7717,4227,6,5,7,8
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,7,13,2,499,2.8,0.8108,0.0224,0.9773,0.7512,3211,2,1,6,4
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,8,11,1,822,0,0.3276,0.0128,0.9983,0.3714,4595,3,2,4,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,9,13,2,545,0,1.1794,0.0219,0.9874,0.4843,2905,2,3,5,3
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,0,11,1,332,2.2,0.433,0.0053,0.9957,0.0407,2162,2,1,2,1
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,1,13,2,793,0,1.0145,0.1129,0.8796,0.5716,3523,4,5,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,2,11,2,774,0,1.2697,0.0165,0.9845,0.463,3362,3,4,7,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,3,12,2,1413,0,1.1535,0.0369,0.9671,0.5021,5690,4,6,6,5
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,4,14,1,723,0,2.0717,0.0916,0.9939,0.7732,3920,5,2,7,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,5,12,1,1231,0,0.8478,0.0173,0.9854,0.6894,5109,3,4,5,4
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,6,9,2,443,0.8000000000000007,0.8183,0.0321,0.9973,0.7744,2234,5,4,7,4
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,7,11,2,484,0,1.3352,0.1736,0.8794,0.7509,2160,5,4,8,6
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,8,14,2,849,0,0,0,1,0,4430,1,1,1,1
t4__gpt_5_4_mini,single_edit,gpt-5.4-mini,Controlled chaos — structured randomness,Line,9,10,2,928,0,1.0434,0.022,0.9862,0.4201,3988,3,2,6,5
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,0,10,3,1427,0,0.3296,0.0017,0.9988,0.0692,5535,2,3,2,3
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,1,11,2,409,1.1999999999999993,1.2307,0.0185,0.9851,0.5797,2216,4,3,6,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,2,10,2,353,0.5999999999999996,1.9641,0.1198,0.9443,0.7627,2537,7,4,7,6
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,3,9,2,665,0,0.3174,0.0044,0.9985,0.0172,2982,2,2,3,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,4,10,2,3102,0,0.2602,0.0083,0.9965,0.1392,8834,2,2,4,3
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,5,10,1,296,2,0.4935,0.0236,0.9926,0.1158,1841,4,3,4,3
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,6,11,2,520,0,0.5128,0.0152,0.9958,0.0757,2497,3,2,4,3
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,7,10,2,1097,0,1.1283,0.0521,0.9956,0.3358,4254,6,7,6,7
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,8,11,2,578,0,2.0083,0.1998,0.9509,0.6906,2624,5,6,8,7
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,9,12,2,992,0,1.6753,0.1872,0.9362,0.7356,3694,5,6,6,7
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,0,10,2,1586,0,0.1763,0.0021,0.9993,0.523,6170,1,1,1,2
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,1,10,2,538,2.5999999999999996,1.2688,0.0408,0.9638,0.5531,2763,3,2,4,3
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,2,11,3,1413,0,0.1975,0.0077,0.9991,0.0817,5223,2,2,3,2
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,3,10,2,792,0,0.6803,0.0053,0.9996,0.0035,3040,2,1,2,3
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,4,12,1,694,0,0.7406,0.01,0.9977,0.5881,3152,2,2,3,2
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,5,11,2,1202,0,0.7323,0.0097,0.9982,0.3761,4132,3,2,6,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,6,11,2,1380,0,0.3106,0.0274,0.9879,0.4092,5396,4,3,6,5
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,7,10,2,903,0,1.289,0.0605,0.9727,0.6867,3922,3,2,6,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,8,14,2,879,0,0.8537,0.0315,0.9936,0.4249,3863,3,2,6,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,9,10,1,774,0,1.82,0.1792,0.9308,0.7601,3722,4,3,4,5
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,0,10,2,1146,0,0.4999,0.0045,0.9996,0.0309,4284,2,1,4,3
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,1,9,2,255,2.8,1.1979,0.015,0.9955,0.768,1906,3,2,7,5
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,2,9,1,555,0,1.4856,0.0361,0.9893,0.3909,2824,4,3,7,4
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,3,10,2,1373,0,1.1875,0.0496,0.9897,0.2334,5328,3,2,4,5
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,4,11,2,963,0,0.56,0.0119,0.9868,0.5261,4551,2,2,3,2
t5__gpt_5_4_mini,single_edit,gpt-5.4-mini,The dense interlocking pattern of a woven textile,Line,5,10,2,1144,0,0.4117,0.0056,0.9978,0.2051,5703,2,2,6,3
