condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t2__gpt_5_4_mini__m5v2rb,0,6,6.56,8,0,8,0,2,111,1.2075,0.0205,0.9938,3,3,gpt-5.4-mini,1786,1935
s1__t2__gpt_5_4_mini__m5v2rb,0,7,11,9,4,9,0,3,123,1.2103,0.0214,0.9939,3,3,gpt-5.4-mini,1416,2951
s1__t2__gpt_5_4_mini__m5v2rb,0,8,4.962311999999999,8,2,9,0,2,118,1.2431,0.0201,0.9941,3,3,gpt-5.4-mini,1626,3440
s1__t2__gpt_5_4_mini__m5v2rb,0,9,8.2,8,4,9,0,4,182,1.2799,0.0223,0.9937,3,3,gpt-5.4-mini,1580,2103
s1__t2__gpt_5_4_mini__m5v2rb,0,10,8.61,9,3,9,0,3,130,1.2163,0.02,0.9939,3,3,gpt-5.4-mini,1471,2460
s1__t2__gpt_5_4_mini__m5v2rb,0,11,9.43,8,7,9,0,4,182,1.185,0.0209,0.9926,3,3,gpt-5.4-mini,1771,2585
s1__t2__gpt_5_4_mini__m5v2rb,0,12,10,8,4,9,0,5,242,1.0229,0.0214,0.9921,3,3,gpt-5.4-mini,1898,1974
s1__t2__gpt_5_4_mini__m5v2rb,0,13,3.707398431999999,8,4,9,0,4,182,1.2799,0.0223,0.9937,3,3,gpt-5.4-mini,2744,3563
s1__t2__gpt_5_4_mini__m5v2rb,0,14,3.8927683535999984,9,3,9,0,3,130,1.2163,0.02,0.9939,3,3,gpt-5.4-mini,1629,1765
s1__t2__gpt_5_4_mini__m5v2rb,0,15,8,8,0,9,0,3,130,1.2163,0.02,0.9939,3,3,gpt-5.4-mini,1568,2165
s1__t2__gpt_5_4_mini__m5v2rb,1,1,7.5,6,3,2,0,0,25,2.2864,0.2332,0.9665,3,3,gpt-5.4-mini,1304,2345
s1__t2__gpt_5_4_mini__m5v2rb,1,2,2,2,0,2,0,0,25,2.2864,0.2332,0.9665,3,3,gpt-5.4-mini,799,2370
s1__t2__gpt_5_4_mini__m5v2rb,1,3,4.706799999999999,4,6,2,0,0,24,1.9801,0.1131,0.8594,3,3,gpt-5.4-mini,997,2263
s1__t2__gpt_5_4_mini__m5v2rb,1,4,7.5,4,7,2,0,0,24,2.4194,0.2636,0.7601,3,3,gpt-5.4-mini,844,2515
s1__t2__gpt_5_4_mini__m5v2rb,1,5,8.0688,8,8,3,0,0,46,1.6266,0.033,0.9705,3,3,gpt-5.4-mini,985,2089
s1__t2__gpt_5_4_mini__m5v2rb,1,6,6.97,6,5,2,0,0,39,1.7749,0.0849,0.9298,3,3,gpt-5.4-mini,1212,2843
s1__t2__gpt_5_4_mini__m5v2rb,1,7,9.43,8,7,2,0,0,55,2.1043,0.1163,0.8931,3,3,gpt-5.4-mini,1281,2328
s1__t2__gpt_5_4_mini__m5v2rb,1,8,4.686627999999999,6,5,2,0,0,39,1.7749,0.0849,0.9298,3,3,gpt-5.4-mini,806,1861
s1__t2__gpt_5_4_mini__m5v2rb,1,9,5.379199999999999,6,4,2,0,0,69,1.5398,0.0931,0.9182,3,3,gpt-5.4-mini,994,2185
s1__t2__gpt_5_4_mini__m5v2rb,1,10,6.97,6,5,2,0,0,54,1.537,0.053,0.955,3,3,gpt-5.4-mini,2545,2810
s1__t2__gpt_5_4_mini__m5v2rb,1,11,5.739999999999999,4,6,2,0,0,73,1.2474,0.0123,0.9904,3,3,gpt-5.4-mini,1052,2346
s1__t2__gpt_5_4_mini__m5v2rb,1,12,4,4,0,2,0,0,73,1.2474,0.0123,0.9904,3,3,gpt-5.4-mini,1220,2416
s1__t2__gpt_5_4_mini__m5v2rb,1,13,6,6,0,2,0,0,73,1.2474,0.0123,0.9904,3,3,gpt-5.4-mini,1120,2476
s1__t2__gpt_5_4_mini__m5v2rb,1,14,6.56,4,8,2,0,0,73,1.9817,0.168,0.8786,3,3,gpt-5.4-mini,2016,2222
s1__t2__gpt_5_4_mini__m5v2rb,1,15,5,5,0,2,0,0,73,1.9817,0.168,0.8786,3,3,gpt-5.4-mini,1013,2323
s1__t2__gpt_5_4_mini__m5v2rb,2,1,7.5,5,5,2,0,0,24,2.3493,0.26,0.7697,3,3,gpt-5.4-mini,891,2172
s1__t2__gpt_5_4_mini__m5v2rb,2,2,6,3,6,2,0,0,24,2.408,0.2612,0.7619,3,3,gpt-5.4-mini,1376,2234
s1__t2__gpt_5_4_mini__m5v2rb,2,3,4,4,0,2,0,0,24,2.408,0.2612,0.7619,3,3,gpt-5.4-mini,1567,2191
s1__t2__gpt_5_4_mini__m5v2rb,2,4,8,5,6,2,0,0,25,2.2421,0.2496,0.9675,3,3,gpt-5.4-mini,1113,3132
s1__t2__gpt_5_4_mini__m5v2rb,2,5,4.92,4,4,2,0,0,24,2.1524,0.1687,0.992,3,3,gpt-5.4-mini,1015,2885
s1__t2__gpt_5_4_mini__m5v2rb,2,6,5.789363999999998,7,7,2,0,0,23,1.9648,0.5499,0.9576,3,3,gpt-5.4-mini,899,2152
s1__t2__gpt_5_4_mini__m5v2rb,2,7,12,8,8,2,0,0,39,1.823,0.0442,0.9484,3,3,gpt-5.4-mini,840,2515
s1__t2__gpt_5_4_mini__m5v2rb,2,8,7.396399999999999,9,4,2,0,0,39,1.4654,0.0305,0.9647,3,3,gpt-5.4-mini,1035,2252
s1__t2__gpt_5_4_mini__m5v2rb,2,9,10,7,6,2,0,0,58,2.1766,0.1458,0.8673,3,3,gpt-5.4-mini,2047,2416
s1__t2__gpt_5_4_mini__m5v2rb,2,10,4.973339359999999,9,4,2,0,0,39,1.4654,0.0305,0.9647,3,3,gpt-5.4-mini,1121,2329
s1__t2__gpt_5_4_mini__m5v2rb,2,11,6.1499999999999995,6,3,2,0,0,58,2.2249,0.1902,0.8608,3,3,gpt-5.4-mini,880,2459
s1__t2__gpt_5_4_mini__m5v2rb,2,12,8.5,8,1,2,0,0,58,1.3874,0.0378,0.9667,3,3,gpt-5.4-mini,1071,2524
s1__t2__gpt_5_4_mini__m5v2rb,2,13,6,6,0,2,0,0,58,1.3874,0.0378,0.9667,3,3,gpt-5.4-mini,1021,2434
s1__t2__gpt_5_4_mini__m5v2rb,2,14,7,5,4,2,0,0,60,1.3692,0.1055,0.9892,3,3,gpt-5.4-mini,926,2393
s1__t2__gpt_5_4_mini__m5v2rb,2,15,5.33,5,3,2,0,0,60,1.3915,0.1108,0.9757,3,3,gpt-5.4-mini,947,2544
s1__t2__gpt_5_4_mini__m5v4rb,0,1,4,4,0,2,0,0,25,2.224,0.2273,0.994,5,5,gpt-5.4-mini,1060,3345
s1__t2__gpt_5_4_mini__m5v4rb,0,2,4.51,3,5,2,0,0,24,2.3516,0.2592,0.9667,5,5,gpt-5.4-mini,1500,3063
s1__t2__gpt_5_4_mini__m5v4rb,0,3,3.6981999999999995,2,7,2,0,0,24,1.9836,0.1131,0.8565,5,5,gpt-5.4-mini,1386,3444
s1__t2__gpt_5_4_mini__m5v4rb,0,4,8.61,7,7,2,0,0,66,2.548,0.2706,0.7657,5,5,gpt-5.4-mini,1450,2708
s1__t2__gpt_5_4_mini__m5v4rb,0,5,9,5,8,2,0,0,62,2.4144,0.3849,0.8426,5,5,gpt-5.4-mini,1445,2627
s1__t2__gpt_5_4_mini__m5v4rb,0,6,4.069095839999999,6,6,3,0,0,35,2.5574,0.3077,0.9846,5,5,gpt-5.4-mini,1352,3460
s1__t2__gpt_5_4_mini__m5v4rb,0,7,5.715399999999999,4,9,2,0,0,63,2.4704,0.4122,0.838,5,5,gpt-5.4-mini,1745,2890
s1__t2__gpt_5_4_mini__m5v4rb,0,8,3.616974079999999,5,6,2,0,0,50,2.4329,0.1402,0.8645,5,5,gpt-5.4-mini,1527,3608
s1__t2__gpt_5_4_mini__m5v4rb,0,9,7.060199999999999,7,7,2,0,0,63,2.6263,0.2963,0.7538,5,5,gpt-5.4-mini,1324,2935
s1__t2__gpt_5_4_mini__m5v4rb,0,10,7,7,0,2,0,0,63,2.6263,0.2963,0.7538,5,5,gpt-5.4-mini,1445,3094
s1__t2__gpt_5_4_mini__m5v4rb,0,11,4.686627999999999,6,5,2,0,0,63,2.3442,0.3903,0.7559,5,5,gpt-5.4-mini,1496,3095
s1__t2__gpt_5_4_mini__m5v4rb,0,12,8.2,8,4,2,0,0,86,2.4563,0.3621,0.7562,5,5,gpt-5.4-mini,1292,2770
s1__t2__gpt_5_4_mini__m5v4rb,0,13,6.892099999999998,9,7,2,0,0,82,1.3655,0.0325,0.9596,5,5,gpt-5.4-mini,1475,3238
s1__t2__gpt_5_4_mini__m5v4rb,0,14,6,3,6,2,0,0,92,2.1794,0.4301,0.8593,5,5,gpt-5.4-mini,1604,3316
s1__t2__gpt_5_4_mini__m5v4rb,0,15,8.405,9,7,2,0,0,88,2.2901,0.468,0.8748,5,5,gpt-5.4-mini,1643,2995
s1__t2__gpt_5_4_mini__m5v4rb,1,1,6.5,4,5,2,0,0,23,2.289,0.2708,0.7247,5,5,gpt-5.4-mini,942,3562
s1__t2__gpt_5_4_mini__m5v4rb,1,2,4,4,0,2,0,0,23,2.289,0.2708,0.7247,5,5,gpt-5.4-mini,1225,2752
s1__t2__gpt_5_4_mini__m5v4rb,1,3,10,7,6,3,0,0,33,1.9125,0.6271,0.9467,5,5,gpt-5.4-mini,1145,2582
s1__t2__gpt_5_4_mini__m5v4rb,1,4,4.410943999999999,5,6,2,0,0,23,2.6252,0.3975,0.9989,5,5,gpt-5.4-mini,1127,3683
s1__t2__gpt_5_4_mini__m5v4rb,1,5,9.5,6,7,4,0,0,38,1.6303,0.6621,0.9951,5,5,gpt-5.4-mini,1202,3175
s1__t2__gpt_5_4_mini__m5v4rb,1,6,4.686627999999999,6,5,3,0,0,33,1.9358,0.614,0.9657,5,5,gpt-5.4-mini,1292,2843
s1__t2__gpt_5_4_mini__m5v4rb,1,7,4.410943999999999,4,8,3,0,0,33,1.768,0.6382,0.9828,5,5,gpt-5.4-mini,1339,4284
s1__t2__gpt_5_4_mini__m5v4rb,1,8,7.060199999999999,7,7,3,0,0,54,1.9096,0.6359,0.9647,5,5,gpt-5.4-mini,1664,2719
s1__t2__gpt_5_4_mini__m5v4rb,1,9,9.43,8,7,4,0,0,57,2.0395,0.0835,0.905,5,5,gpt-5.4-mini,1679,2651
s1__t2__gpt_5_4_mini__m5v4rb,1,10,9.02,7,8,4,0,0,80,0.9649,0.0148,0.9821,5,5,gpt-5.4-mini,1963,3285
s1__t2__gpt_5_4_mini__m5v4rb,1,11,9.5,8,3,4,0,0,86,1.3085,0.0222,0.9727,5,5,gpt-5.4-mini,1705,2741
s1__t2__gpt_5_4_mini__m5v4rb,1,12,12,9,6,4,0,0,102,1.4811,0.0285,0.9643,5,5,gpt-5.4-mini,2524,3186
s1__t2__gpt_5_4_mini__m5v4rb,1,13,11,8,6,4,0,0,129,1.5362,0.0409,0.9485,5,5,gpt-5.4-mini,3112,2728
s1__t2__gpt_5_4_mini__m5v4rb,1,14,3.8927683535999984,7,7,4,0,0,81,0.9239,0.013,0.9844,5,5,gpt-5.4-mini,2312,2664
s1__t2__gpt_5_4_mini__m5v4rb,1,15,4.078138275199999,8,6,4,0,0,99,2.3432,0.1619,0.8376,5,5,gpt-5.4-mini,1898,2539
s1__t2__gpt_5_4_mini__m5v4rb,2,1,4,4,0,2,0,0,25,2.224,0.2273,0.994,5,5,gpt-5.4-mini,2192,3489
s1__t2__gpt_5_4_mini__m5v4rb,2,2,14,9,10,2,0,0,39,1.2724,0.0155,0.9848,5,5,gpt-5.4-mini,1171,3095
s1__t2__gpt_5_4_mini__m5v4rb,2,3,8,8,0,2,0,0,39,1.2724,0.0155,0.9848,5,5,gpt-5.4-mini,2592,2828
s1__t2__gpt_5_4_mini__m5v4rb,2,4,7.732599999999999,8,7,2,0,0,39,1.1425,0.0152,0.9841,5,5,gpt-5.4-mini,1359,3491
s1__t2__gpt_5_4_mini__m5v4rb,2,5,9,9,0,2,0,0,39,1.1425,0.0152,0.9841,5,5,gpt-5.4-mini,1477,2687
s1__t2__gpt_5_4_mini__m5v4rb,2,6,4.3706,3,7,2,0,0,57,0.3827,0.0043,0.9973,5,5,gpt-5.4-mini,1438,4286
s1__t2__gpt_5_4_mini__m5v4rb,2,7,3.583891999999999,3,7,2,0,0,57,0.3827,0.0043,0.9972,5,5,gpt-5.4-mini,1483,3760
