condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t3__gpt_5_4_mini__m5v2db,1,6,14,8,6,0,0,11,3,10,637,2.0607,0.0449,0.9704,3,3,gpt-5.4-mini,3332,2912
s1__t3__gpt_5_4_mini__m5v2db,1,7,13,6,7,0,0,11,3,12,777,1.6409,0.0604,0.9649,3,3,gpt-5.4-mini,3904,2847
s1__t3__gpt_5_4_mini__m5v2db,1,8,14,8,6,0,0,11,3,14,917,2.1784,0.0652,0.9618,3,3,gpt-5.4-mini,4679,2205
s1__t3__gpt_5_4_mini__m5v2db,1,9,14,7,7,0,0,11,3,16,1058,1.3952,0.0508,0.9778,3,3,gpt-5.4-mini,6732,2545
s1__t3__gpt_5_4_mini__m5v2db,1,10,16,9,7,0,0,11,3,18,1206,1.2931,0.0546,0.9806,3,3,gpt-5.4-mini,6103,2244
s1__t3__gpt_5_4_mini__m5v2db,1,11,15,9,6,0,0,11,3,20,1345,1.7196,0.0706,0.9726,3,3,gpt-5.4-mini,6698,2367
s1__t3__gpt_5_4_mini__m5v2db,1,12,12,7,5,0,0,11,3,22,1480,2.1747,0.0645,0.9764,3,3,gpt-5.4-mini,8380,2459
s1__t3__gpt_5_4_mini__m5v2db,1,13,13,8,5,0,0,11,3,24,1619,1.9121,0.0451,0.9846,3,3,gpt-5.4-mini,7287,2637
s1__t3__gpt_5_4_mini__m5v2db,1,14,17,9,8,0,0,11,3,26,1753,1.9951,0.0558,0.9801,3,3,gpt-5.4-mini,8703,2724
s1__t3__gpt_5_4_mini__m5v2db,1,15,14,6,8,0,0,12,3,28,1900,1.201,0.0265,0.9882,3,3,gpt-5.4-mini,9577,3023
s1__t3__gpt_5_4_mini__m5v2db,2,1,19.8,5,7,7.8,0,7,2,2,143,1.42,0.0547,0.958,3,3,gpt-5.4-mini,1712,2068
s1__t3__gpt_5_4_mini__m5v2db,2,2,23,8,8,7,0,8,3,2,202,1.8987,0.1355,0.9439,3,3,gpt-5.4-mini,1876,2144
s1__t3__gpt_5_4_mini__m5v2db,2,3,19.8,7,7,5.8,0,8,3,3,298,1.868,0.1563,0.9439,3,3,gpt-5.4-mini,2227,2058
s1__t3__gpt_5_4_mini__m5v2db,2,4,19.8,8,6,5.8,0,8,3,3,297,1.8614,0.1441,0.9573,3,3,gpt-5.4-mini,1993,2201
s1__t3__gpt_5_4_mini__m5v2db,2,5,17.6,7,6,4.6,0,8,3,4,392,1.7824,0.1371,0.9637,3,3,gpt-5.4-mini,2297,2324
s1__t3__gpt_5_4_mini__m5v2db,2,6,22.8,9,8,5.8,0,8,3,3,295,1.1603,0.0596,0.9682,3,3,gpt-5.4-mini,2029,2266
s1__t3__gpt_5_4_mini__m5v2db,2,7,16.6,5,7,4.6,1,8,3,4,390,0.3228,0.0141,0.9955,3,3,gpt-5.4-mini,2248,2502
s1__t3__gpt_5_4_mini__m5v2db,2,8,19.6,8,7,4.6,0,8,3,4,390,1.2254,0.0488,0.9819,3,3,gpt-5.4-mini,2323,2951
s1__t3__gpt_5_4_mini__m5v2db,2,9,16.4,8,5,3.4000000000000004,0,8,3,5,487,1.33,0.0544,0.978,3,3,gpt-5.4-mini,2868,3498
s1__t3__gpt_5_4_mini__m5v2db,2,10,14.4,8,3,3.4000000000000004,0,8,3,5,487,1.4359,0.06,0.9772,3,3,gpt-5.4-mini,2683,2896
s1__t3__gpt_5_4_mini__m5v2db,2,11,15,8,7,0,0,10,3,10,949,1.1215,0.059,0.9863,3,3,gpt-5.4-mini,5402,2343
s1__t3__gpt_5_4_mini__m5v2db,2,12,14,8,6,0,0,10,3,12,1141,1.2228,0.0852,0.9821,3,3,gpt-5.4-mini,4903,2481
s1__t3__gpt_5_4_mini__m5v2db,2,13,12,6,6,0,0,10,3,13,1235,1.5321,0.118,0.9648,3,3,gpt-5.4-mini,5256,2454
s1__t3__gpt_5_4_mini__m5v2db,2,14,16,9,7,0,0,10,3,12,1137,1.3406,0.0966,0.979,3,3,gpt-5.4-mini,6867,2536
s1__t3__gpt_5_4_mini__m5v2db,2,15,17,9,8,0,0,10,3,24,2273,1.4768,0.1402,0.9725,3,3,gpt-5.4-mini,8310,3172
s1__t3__gpt_5_4_mini__m5v2di,0,1,19.2,7,7,5.2,0,10,1,4,220,0.9282,0.0115,0.9918,3,3,gpt-5.4-mini,2248,2105
s1__t3__gpt_5_4_mini__m5v2di,0,2,17.4,8,7,2.4000000000000004,0,10,1,6,343,1.0167,0.0218,0.9808,3,3,gpt-5.4-mini,2517,2377
s1__t3__gpt_5_4_mini__m5v2di,0,3,15.4,7,7,1.4000000000000004,0,12,1,7,397,1.2931,0.0324,0.9727,3,3,gpt-5.4-mini,2729,2091
s1__t3__gpt_5_4_mini__m5v2di,0,4,14.4,8,6,0.40000000000000036,0,12,1,8,445,1.4628,0.0442,0.9641,3,3,gpt-5.4-mini,3014,1903
s1__t3__gpt_5_4_mini__m5v2di,0,5,14,8,6,0,0,12,1,9,509,1.6384,0.0491,0.959,3,3,gpt-5.4-mini,2900,1978
s1__t3__gpt_5_4_mini__m5v2di,0,6,13,8,5,0,0,12,1,10,558,1.7282,0.0536,0.956,3,3,gpt-5.4-mini,3842,2304
s1__t3__gpt_5_4_mini__m5v2di,0,7,13,8,5,0,0,13,1,12,656,1.4824,0.0495,0.9591,3,3,gpt-5.4-mini,5878,2302
s1__t3__gpt_5_4_mini__m5v2di,0,8,14,8,6,0,0,13,1,15,828,1.1549,0.0381,0.9719,3,3,gpt-5.4-mini,4281,2217
s1__t3__gpt_5_4_mini__m5v2di,0,9,13,9,4,0,0,13,1,16,893,1.3602,0.0404,0.97,3,3,gpt-5.4-mini,4796,2274
s1__t3__gpt_5_4_mini__m5v2di,0,10,13,9,4,0,0,13,1,17,940,1.184,0.0392,0.972,3,3,gpt-5.4-mini,10717,1943
s1__t3__gpt_5_4_mini__m5v2di,0,11,14,9,5,0,0,13,1,18,991,1.244,0.0419,0.9708,3,3,gpt-5.4-mini,6088,2083
s1__t3__gpt_5_4_mini__m5v2di,0,12,14,8,6,0,0,13,1,21,1146,1.0447,0.0386,0.9755,3,3,gpt-5.4-mini,5754,2235
s1__t3__gpt_5_4_mini__m5v2di,0,13,12,8,4,0,0,13,1,19,1033,0.9662,0.0347,0.9776,3,3,gpt-5.4-mini,5969,2118
s1__t3__gpt_5_4_mini__m5v2di,0,14,14,9,5,0,0,13,1,23,1241,1.1718,0.0423,0.9722,3,3,gpt-5.4-mini,7056,2830
s1__t3__gpt_5_4_mini__m5v2di,0,15,13,8,5,0,0,13,1,25,1342,1.2281,0.0474,0.9701,3,3,gpt-5.4-mini,6415,2282
s1__t3__gpt_5_4_mini__m5v2di,1,1,19.4,5,8,6.4,0,12,2,2,220,1.1084,0.0522,0.9976,3,3,gpt-5.4-mini,2267,2064
s1__t3__gpt_5_4_mini__m5v2di,1,2,16.2,4,7,5.2,0,13,3,2,325,1.7946,0.0913,0.9886,3,3,gpt-5.4-mini,2540,2240
s1__t3__gpt_5_4_mini__m5v2di,1,3,16,6,5,5,0,13,3,2,394,1.4206,0.0793,0.9896,3,3,gpt-5.4-mini,2473,1938
s1__t3__gpt_5_4_mini__m5v2di,1,4,7.4,2,1,4.4,1,13,3,2,415,1.4837,0.0792,0.9897,3,3,gpt-5.4-mini,2723,2327
s1__t3__gpt_5_4_mini__m5v2di,1,5,12.4,4,4,4.4,0,13,3,2,442,1.511,0.0809,0.9897,3,3,gpt-5.4-mini,2730,2354
s1__t3__gpt_5_4_mini__m5v2di,1,6,16.2,8,7,1.1999999999999993,0,13,3,3,608,1.1456,0.0544,0.9394,3,3,gpt-5.4-mini,4450,3154
s1__t3__gpt_5_4_mini__m5v2di,1,7,14,7,7,0,0,14,3,4,786,1.253,0.0586,0.9502,3,3,gpt-5.4-mini,4460,2251
s1__t3__gpt_5_4_mini__m5v2di,1,8,15,8,7,0,0,14,3,5,964,1.0098,0.0466,0.9559,3,3,gpt-5.4-mini,5018,2323
s1__t3__gpt_5_4_mini__m5v2di,1,9,14,7,7,0,0,14,3,6,1141,1.0479,0.0522,0.9485,3,3,gpt-5.4-mini,6215,2311
s1__t3__gpt_5_4_mini__m5v2di,1,10,13,8,5,0,0,14,3,7,1318,0.9234,0.0503,0.9533,3,3,gpt-5.4-mini,6342,2527
s1__t3__gpt_5_4_mini__m5v2di,1,11,14,8,6,0,0,14,3,7,1318,0.9778,0.0501,0.9521,3,3,gpt-5.4-mini,6117,2346
s1__t3__gpt_5_4_mini__m5v2di,1,12,14,8,6,0,0,14,3,8,1496,0.9813,0.0551,0.9491,3,3,gpt-5.4-mini,7057,2133
s1__t3__gpt_5_4_mini__m5v2di,1,13,11,8,3,0,0,14,3,9,1673,0.9921,0.0576,0.9475,3,3,gpt-5.4-mini,8316,2459
s1__t3__gpt_5_4_mini__m5v2di,1,14,10,8,2,0,0,14,3,10,1849,0.9891,0.0602,0.9454,3,3,gpt-5.4-mini,9106,7637
s1__t3__gpt_5_4_mini__m5v2di,1,15,12,8,4,0,0,14,3,11,2024,1.059,0.0636,0.9453,3,3,gpt-5.4-mini,10476,2468
s1__t3__gpt_5_4_mini__m5v2di,2,1,17,6,6,5,0,9,2,2,290,2.0871,0.1906,0.8198,3,3,gpt-5.4-mini,3779,2758
s1__t3__gpt_5_4_mini__m5v2di,2,2,15,4,6,5,0,9,2,2,366,2.3521,0.346,0.7761,3,3,gpt-5.4-mini,2655,2574
s1__t3__gpt_5_4_mini__m5v2di,2,3,19.8,8,8,3.8,0,10,3,3,494,2.4463,0.3552,0.9714,3,3,gpt-5.4-mini,3317,2081
s1__t3__gpt_5_4_mini__m5v2di,2,4,15,8,7,0,1,13,3,6,832,2.3809,0.4127,0.8858,3,3,gpt-5.4-mini,4600,2197
s1__t3__gpt_5_4_mini__m5v2di,2,5,14,8,6,0,0,13,3,9,1173,2.3998,0.4285,0.8818,3,3,gpt-5.4-mini,7140,2625
s1__t3__gpt_5_4_mini__m5v2di,2,6,14,7,7,0,0,13,3,12,1475,2.3375,0.4324,0.8816,3,3,gpt-5.4-mini,7178,2089
s1__t3__gpt_5_4_mini__m5v2di,2,7,15,9,6,0,0,13,3,15,1776,2.3338,0.4336,0.8781,3,3,gpt-5.4-mini,9096,2711
s1__t3__gpt_5_4_mini__m5v2di,2,8,14,9,5,0,0,13,3,15,1774,2.3179,0.4267,0.8911,3,3,gpt-5.4-mini,9961,2457
s1__t3__gpt_5_4_mini__m5v2di,2,9,15,8,7,0,0,13,3,18,2074,2.3465,0.4243,0.8885,3,3,gpt-5.4-mini,11023,2139
s1__t3__gpt_5_4_mini__m5v2di,2,10,15,9,6,0,0,13,3,21,2345,2.2567,0.3834,0.8984,3,3,gpt-5.4-mini,11625,2382
s1__t3__gpt_5_4_mini__m5v2di,2,11,12,9,3,0,0,13,3,27,2935,2.2578,0.3838,0.8978,3,3,gpt-5.4-mini,12854,2222
s1__t3__gpt_5_4_mini__m5v2di,2,12,16,9,7,0,0,13,2,18,1886,2.1988,0.3466,0.9362,3,3,gpt-5.4-mini,10867,2251
s1__t3__gpt_5_4_mini__m5v2di,2,13,15,8,7,0,0,13,2,20,2082,0.9795,0.0694,0.9773,3,3,gpt-5.4-mini,12084,2210
s1__t3__gpt_5_4_mini__m5v2di,2,14,8,7,1,0,1,13,2,22,2284,0.9795,0.0763,0.9767,3,3,gpt-5.4-mini,11023,2237
s1__t3__gpt_5_4_mini__m5v2di,2,15,7,7,0,0,0,13,2,22,2284,0.9795,0.0763,0.9767,3,3,gpt-5.4-mini,11870,2454
s1__t3__gpt_5_4_mini__m5v2rb,0,1,17.6,3,7,7.6,0,9,3,3,166,2.038,0.2077,0.9952,3,3,gpt-5.4-mini,1691,2133
s1__t3__gpt_5_4_mini__m5v2rb,0,2,18.2,4,7,7.2,0,9,4,3,225,1.9004,0.281,0.9981,3,3,gpt-5.4-mini,1548,2437
s1__t3__gpt_5_4_mini__m5v2rb,0,3,17.2,6,4,7.2,0,9,4,3,224,1.9829,0.2879,0.9966,3,3,gpt-5.4-mini,1696,2088
s1__t3__gpt_5_4_mini__m5v2rb,0,4,14.4,2,5,7.4,0,9,2,3,179,1.9874,0.2727,0.9968,3,3,gpt-5.4-mini,2653,2060
s1__t3__gpt_5_4_mini__m5v2rb,0,5,14,3,4,7,0,9,3,3,216,1.7622,0.2097,0.9981,3,3,gpt-5.4-mini,1687,2672
s1__t3__gpt_5_4_mini__m5v2rb,0,6,11.2,4,0,7.2,0,9,4,3,225,1.9004,0.281,0.9981,3,3,gpt-5.4-mini,1759,3056
s1__t3__gpt_5_4_mini__m5v2rb,0,7,10.8,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,2217,2248
s1__t3__gpt_5_4_mini__m5v2rb,0,8,16,2,8,6,0,9,0,4,127,0,0,1,3,3,gpt-5.4-mini,1457,2224
s1__t3__gpt_5_4_mini__m5v2rb,0,9,13,3,3,7,0,9,3,3,217,1.9937,0.2658,0.9966,3,3,gpt-5.4-mini,2177,2355
s1__t3__gpt_5_4_mini__m5v2rb,0,10,12.4,4,6,2.4000000000000004,0,12,3,7,392,0.4245,0.0423,0.9955,3,3,gpt-5.4-mini,2818,15376
s1__t3__gpt_5_4_mini__m5v2rb,0,11,17.2,5,6,6.2,0,9,5,4,333,1.5955,0.1376,0.9937,3,3,gpt-5.4-mini,3276,2370
s1__t3__gpt_5_4_mini__m5v2rb,0,12,10.4,3,2,5.4,1,11,5,4,363,1.3455,0.1427,0.9989,3,3,gpt-5.4-mini,2570,2521
s1__t3__gpt_5_4_mini__m5v2rb,0,13,17.2,5,8,4.2,0,11,5,4,418,1.1497,0.0215,0.9984,3,3,gpt-5.4-mini,2465,2532
s1__t3__gpt_5_4_mini__m5v2rb,0,14,16,8,8,0,0,12,3,8,550,1.4117,0.0352,0.9739,3,3,gpt-5.4-mini,2510,2280
s1__t3__gpt_5_4_mini__m5v2rb,0,15,15.6,4,6,5.6,0,11,5,4,355,2.1147,0.1668,0.9929,3,3,gpt-5.4-mini,3592,2283
s1__t3__gpt_5_4_mini__m5v2rb,1,1,21,6,8,7,0,9,2,3,179,1.1429,0.018,0.9867,3,3,gpt-5.4-mini,12047,2031
s1__t3__gpt_5_4_mini__m5v2rb,1,2,19.2,8,5,6.2,0,10,4,3,420,1.2853,0.0522,0.9879,3,3,gpt-5.4-mini,2322,2475
s1__t3__gpt_5_4_mini__m5v2rb,1,3,8.2,2,0,6.2,1,10,4,3,420,1.2818,0.0496,0.9992,3,3,gpt-5.4-mini,2244,1980
s1__t3__gpt_5_4_mini__m5v2rb,1,4,20.6,7,7,6.6,0,9,3,2,295,1.2539,0.0438,0.9992,3,3,gpt-5.4-mini,2787,2060
s1__t3__gpt_5_4_mini__m5v2rb,1,5,10,3,0,7,1,9,2,3,179,1.1429,0.018,0.9867,3,3,gpt-5.4-mini,3070,2085
s1__t3__gpt_5_4_mini__m5v2rb,1,6,14,7,0,7,0,9,2,3,179,1.1429,0.018,0.9867,3,3,gpt-5.4-mini,3084,2547
s1__t3__gpt_5_4_mini__m5v2rb,1,7,17.2,9,8,0.1999999999999993,0,11,2,7,530,1.7654,0.0361,0.971,3,3,gpt-5.4-mini,2193,2206
s1__t3__gpt_5_4_mini__m5v2rb,1,8,14,8,6,0,0,11,2,9,704,1.7455,0.0437,0.9652,3,3,gpt-5.4-mini,3763,2409
s1__t3__gpt_5_4_mini__m5v2rb,1,9,12,8,4,0,0,11,2,11,878,1.6999,0.0496,0.9593,3,3,gpt-5.4-mini,4811,1979
s1__t3__gpt_5_4_mini__m5v2rb,1,10,14,9,5,0,0,11,2,9,704,1.8018,0.0444,0.9647,3,3,gpt-5.4-mini,4645,2551
s1__t3__gpt_5_4_mini__m5v2rb,1,11,16,9,7,0,0,11,2,11,880,1.8474,0.0665,0.9444,3,3,gpt-5.4-mini,4618,1959
s1__t3__gpt_5_4_mini__m5v2rb,1,12,12,7,5,0,0,11,2,13,1053,1.838,0.0685,0.942,3,3,gpt-5.4-mini,5207,2376
s1__t3__gpt_5_4_mini__m5v2rb,1,13,11,8,3,0,0,11,2,13,1054,1.8841,0.0722,0.9402,3,3,gpt-5.4-mini,6376,2505
s1__t3__gpt_5_4_mini__m5v2rb,1,14,8,8,0,0,0,11,2,13,1054,1.8841,0.0722,0.9402,3,3,gpt-5.4-mini,5999,2631
s1__t3__gpt_5_4_mini__m5v2rb,1,15,13,9,4,0,0,11,2,15,1228,1.8911,0.0775,0.9385,3,3,gpt-5.4-mini,6087,2307
s1__t3__gpt_5_4_mini__m5v2rb,2,1,17.2,4,5,8.2,0,7,3,2,181,0.5958,0.0331,0.9689,3,3,gpt-5.4-mini,1886,2310
s1__t3__gpt_5_4_mini__m5v2rb,2,2,18.8,5,6,7.8,0,9,3,1,225,0.9201,0.0418,0.9663,3,3,gpt-5.4-mini,1987,2467
s1__t3__gpt_5_4_mini__m5v2rb,2,3,18.2,4,6,8.2,0,7,3,2,192,0.809,0.0488,0.9452,3,3,gpt-5.4-mini,1897,2736
s1__t3__gpt_5_4_mini__m5v2rb,2,4,21,7,6,8,0,7,3,2,229,0.6743,0.0271,0.9676,3,3,gpt-5.4-mini,1774,2212
s1__t3__gpt_5_4_mini__m5v2rb,2,5,18.2,4,6,8.2,0,7,3,2,192,0.809,0.0488,0.9452,3,3,gpt-5.4-mini,4123,2460
s1__t3__gpt_5_4_mini__m5v2rb,2,6,11.8,4,0,7.8,1,9,3,1,225,0.9201,0.0401,0.9922,3,3,gpt-5.4-mini,3228,2351
s1__t3__gpt_5_4_mini__m5v2rb,2,7,20.6,8,7,5.6,0,10,3,4,467,0.4495,0.0229,0.9819,3,3,gpt-5.4-mini,2557,2375
s1__t3__gpt_5_4_mini__m5v2rb,2,8,19.6,8,6,5.6,0,11,3,4,466,0.4495,0.0188,0.9841,3,3,gpt-5.4-mini,3927,2115
s1__t3__gpt_5_4_mini__m5v2rb,2,9,17.2,8,6,3.2,0,11,3,6,709,0.336,0.014,0.9893,3,3,gpt-5.4-mini,4102,2949
s1__t3__gpt_5_4_mini__m5v2rb,2,10,18.8,9,6,3.8,0,11,3,6,563,0.4583,0.0246,0.9757,3,3,gpt-5.4-mini,4188,2192
s1__t3__gpt_5_4_mini__m5v2rb,2,11,10.8,7,0,3.8,1,11,3,6,563,0.4583,0.0246,0.9757,3,3,gpt-5.4-mini,4568,2534
s1__t3__gpt_5_4_mini__m5v2rb,2,12,12.6,8,3,1.5999999999999996,0,11,3,8,757,0.456,0.0217,0.9791,3,3,gpt-5.4-mini,4013,2061
s1__t3__gpt_5_4_mini__m5v2rb,2,13,14.6,8,5,1.5999999999999996,0,11,3,8,757,0.4298,0.0211,0.9804,3,3,gpt-5.4-mini,4565,2065
s1__t3__gpt_5_4_mini__m5v2rb,2,14,14,8,5,1,0,11,3,8,759,0.3932,0.0241,0.9782,3,3,gpt-5.4-mini,5208,2310
s1__t3__gpt_5_4_mini__m5v2rb,2,15,9.6,8,0,1.5999999999999996,1,11,3,8,757,0.456,0.0217,0.9791,3,3,gpt-5.4-mini,4922,2603
s1__t3__gpt_5_4_mini__m5v2ri,0,1,10.8,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,1750,5308
s1__t3__gpt_5_4_mini__m5v2ri,0,2,10.8,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,2246,4441
s1__t3__gpt_5_4_mini__m5v2ri,0,3,19.2,5,7,7.2,0,8,2,1,157,0.953,0.0276,0.9611,3,3,gpt-5.4-mini,1679,2472
s1__t3__gpt_5_4_mini__m5v2ri,0,4,10,1,2,7,1,9,2,3,150,0,0,1,3,3,gpt-5.4-mini,1343,1960
s1__t3__gpt_5_4_mini__m5v2ri,0,5,24.4,8,8,8.4,0,7,2,1,143,1.4703,0.0619,0.9386,3,3,gpt-5.4-mini,2777,1982
s1__t3__gpt_5_4_mini__m5v2ri,0,6,12,2,3,7,1,10,2,3,154,0,0,1,3,3,gpt-5.4-mini,2167,1857
s1__t3__gpt_5_4_mini__m5v2ri,0,7,14.2,4,3,7.2,0,8,2,1,156,0.8075,0.0277,0.9613,3,3,gpt-5.4-mini,2044,1806
s1__t3__gpt_5_4_mini__m5v2ri,0,8,19.4,5,8,6.4,0,9,2,2,220,1.7513,0.0794,0.904,3,3,gpt-5.4-mini,4477,2125
s1__t3__gpt_5_4_mini__m5v2ri,0,9,24.4,8,8,8.4,0,7,2,1,143,1.4703,0.0619,0.9386,3,3,gpt-5.4-mini,2489,2172
s1__t3__gpt_5_4_mini__m5v2ri,0,10,12.4,4,0,8.4,1,7,2,1,143,1.4703,0.0619,0.9386,3,3,gpt-5.4-mini,1882,2401
s1__t3__gpt_5_4_mini__m5v2ri,0,11,11.4,3,0,8.4,0,7,2,1,143,1.4703,0.0619,0.9386,3,3,gpt-5.4-mini,2690,2970
s1__t3__gpt_5_4_mini__m5v2ri,0,12,15,7,8,0,0,9,2,6,500,2.1303,0.2668,0.8042,3,3,gpt-5.4-mini,3041,2562
s1__t3__gpt_5_4_mini__m5v2ri,0,13,10.4,5,2,3.4000000000000004,1,10,2,3,403,1.6095,0.0816,0.9003,3,3,gpt-5.4-mini,3558,2633
s1__t3__gpt_5_4_mini__m5v2ri,0,14,13,6,7,0,0,13,2,7,515,0.9282,0.08,0.9446,3,3,gpt-5.4-mini,3278,2602
s1__t3__gpt_5_4_mini__m5v2ri,0,15,19.4,5,8,6.4,0,9,2,2,220,1.7513,0.0794,0.904,3,3,gpt-5.4-mini,3450,2235
s1__t3__gpt_5_4_mini__m5v2ri,1,1,16.6,2,7,7.6,0,7,2,3,208,0.3628,0.008,0.9887,3,3,gpt-5.4-mini,1843,1765
s1__t3__gpt_5_4_mini__m5v2ri,1,2,20.2,6,7,7.2,0,10,2,1,226,0.9253,0.0367,0.9594,3,3,gpt-5.4-mini,1911,2188
s1__t3__gpt_5_4_mini__m5v2ri,1,3,18.2,5,6,7.2,0,10,2,1,242,1.138,0.0249,0.9705,3,3,gpt-5.4-mini,1885,2445
s1__t3__gpt_5_4_mini__m5v2ri,1,4,10.6,3,1,6.6,1,10,2,1,260,0.9739,0.0365,0.96,3,3,gpt-5.4-mini,2744,1942
s1__t3__gpt_5_4_mini__m5v2ri,1,5,14.4,7,4,3.4000000000000004,0,10,2,2,525,0.5953,0.0211,0.9778,3,3,gpt-5.4-mini,2935,1991
s1__t3__gpt_5_4_mini__m5v2ri,1,6,14.6,2,5,7.6,0,7,2,3,241,0.4036,0.0052,0.9943,3,3,gpt-5.4-mini,2813,2588
s1__t3__gpt_5_4_mini__m5v2ri,1,7,18.2,5,6,7.2,0,10,2,1,242,1.138,0.0249,0.9705,3,3,gpt-5.4-mini,1978,1812
s1__t3__gpt_5_4_mini__m5v2ri,1,8,19.4,7,8,4.4,0,10,3,2,406,0.8165,0.0301,0.9713,3,3,gpt-5.4-mini,2605,1988
s1__t3__gpt_5_4_mini__m5v2ri,1,9,14.8,6,7,1.8000000000000007,1,11,3,3,622,0.5337,0.0079,0.9944,3,3,gpt-5.4-mini,3168,2160
s1__t3__gpt_5_4_mini__m5v2ri,1,10,17.2,4,7,6.2,0,10,2,1,283,0.9177,0.0237,0.9659,3,3,gpt-5.4-mini,4489,1861
s1__t3__gpt_5_4_mini__m5v2ri,1,11,8.2,2,0,6.2,1,10,2,1,283,0.9177,0.0237,0.9659,3,3,gpt-5.4-mini,2769,2339
s1__t3__gpt_5_4_mini__m5v2ri,1,12,10,4,6,0,0,10,2,3,792,0.7709,0.0152,0.9771,3,3,gpt-5.4-mini,4012,2025
s1__t3__gpt_5_4_mini__m5v2ri,1,13,10.6,2,5,3.5999999999999996,0,10,2,2,455,1.1523,0.0324,0.9574,3,3,gpt-5.4-mini,5575,1943
s1__t3__gpt_5_4_mini__m5v2ri,1,14,10,3,4,3,0,10,2,2,538,0.8432,0.016,0.9763,3,3,gpt-5.4-mini,3744,2208
